"","StudyID","SiteID","study_type","species","Trait","studyunit","ID","mean.elev","r.elev","mean.lat","mean.long","mean.temp","r.temp","mean.seasonality","dist.km","mean.dist.km","studysite","Coord","coor.var","family","generation","duration_exp","longevity","growthform","intro","country_of_origin","country_of_exp","region","elevation_site","breed","Year","TRAIT_CAT1","TRAIT_CAT2","TRAIT_CAT3","TRAIT_CAT4","n","estimate","p.value"
"1","Albe2011JEvo","Albe2011JEvo.1","common.garden","Quercus_petraea","Days_to_leaf_unfolding","Albe2011JEvo.1_Quercus_petraea_Days_to_leaf_unfolding","Albe2011JEvo.1_Quercus_petraea",851.6,1499,43.056667,-0.29,8.37,9.3,525.21,108.823465259645,41.9367331112325,"Garden","extracted",1,"Fagaceae","F1",4,"perennial","tree","native","France_Pyrennees","France","Europe",59,"outcrossing",2007,"PHENOLOGY","LEAF_BUD",NA,"first",10,-0.220397727041669,0.00755118749511919
"2","Albe2011JEvo","Albe2011JEvo.2","common.garden","Quercus_petraea","Days_to_leaf_unfolding","Albe2011JEvo.2_Quercus_petraea_Days_to_leaf_unfolding","Albe2011JEvo.2_Quercus_petraea",851.6,1499,43.056667,-0.29,8.37,9.3,525.21,108.823465259645,41.9367331112325,"Garden","extracted",1,"Fagaceae","F1",4,"perennial","tree","native","France_Pyrennees","France","Europe",6,"outcrossing",2007,"PHENOLOGY","LEAF_BUD",NA,"first",10,-0.252887405277771,0.000433604625896075
"3","Alex2010JBio","Alex2010JBio.1","common.garden","Lactuca_serriola","Bolting_to_budding","Alex2010JBio.1_Lactuca_serriola_Bolting_to_budding","Alex2010JBio.1_Lactuca_serriola",880,979,46.269139,7.488815,7.38,5,633.08,76.4901043756759,23.1879938590061,"Garden","extracted",1,"Asteraceae","F1",1,"annual","forb","native","Switzerland","Switzerland","Europe",1300,"mixed_mating",2008,"PHENOLOGY","FLOWERING",NA,"duration",10,0.206629838116704,0.26044779459675
"4","Alex2010JBio","Alex2010JBio.1","common.garden","Lactuca_serriola","Budding_to_flowering","Alex2010JBio.1_Lactuca_serriola_Budding_to_flowering","Alex2010JBio.1_Lactuca_serriola",880,979,46.269139,7.488815,7.38,5,633.08,76.4901043756759,23.1879938590061,"Garden","extracted",1,"Asteraceae","F1",1,"annual","forb","native","Switzerland","Switzerland","Europe",1300,"mixed_mating",2008,"PHENOLOGY","FLOWERING",NA,"duration",10,-0.372402244827636,0.0215911048255334
"5","Alex2010JBio","Alex2010JBio.1","common.garden","Lactuca_serriola","Probability_of_flowering","Alex2010JBio.1_Lactuca_serriola_Probability_of_flowering","Alex2010JBio.1_Lactuca_serriola",880,979,46.269139,7.488815,7.38,5,633.08,76.4901043756759,23.1879938590061,"Garden","extracted",1,"Asteraceae","F1",1,"annual","forb","native","Switzerland","Switzerland","Europe",1300,"mixed_mating",2008,"FITNESS","FLOWER",NA,"NAN",10,-0.407305643189579,0.00834135602934275
"6","Alex2010JBio","Alex2010JBio.1","common.garden","Lactuca_serriola","Time_to_bolting","Alex2010JBio.1_Lactuca_serriola_Time_to_bolting","Alex2010JBio.1_Lactuca_serriola",880,979,46.269139,7.488815,7.38,5,633.08,76.4901043756759,23.1879938590061,"Garden","extracted",1,"Asteraceae","F1",1,"annual","forb","native","Switzerland","Switzerland","Europe",1300,"mixed_mating",2008,"PHENOLOGY","FLOWERING",NA,"first",10,0.467976451748389,0.000532326430981756
"7","Alex2010JBio","Alex2010JBio.1","common.garden","Lactuca_serriola","Time_to_flowering","Alex2010JBio.1_Lactuca_serriola_Time_to_flowering","Alex2010JBio.1_Lactuca_serriola",880,979,46.269139,7.488815,7.38,5,633.08,76.4901043756759,23.1879938590061,"Garden","extracted",1,"Asteraceae","F1",1,"annual","forb","native","Switzerland","Switzerland","Europe",1300,"mixed_mating",2008,"PHENOLOGY","FLOWERING",NA,"first",10,0.428022110940725,0.00404618028940958
"8","Alex2010JBio","Alex2010JBio.2","common.garden","Lactuca_serriola","Bolting_to_budding","Alex2010JBio.2_Lactuca_serriola_Bolting_to_budding","Alex2010JBio.2_Lactuca_serriola",1090.7,597,45.258127,-117.793909,6.47,7.1,719.68,82.8865323421928,32.3249201919992,"Garden","extracted",1,"Asteraceae","F1",1,"annual","forb","introduced","USA","Switzerland","Europe",1300,"mixed_mating",2008,"PHENOLOGY","FLOWERING",NA,"duration",10,0.118363324906943,0.473113835016387
"9","Alex2010JBio","Alex2010JBio.2","common.garden","Lactuca_serriola","Budding_to_flowering","Alex2010JBio.2_Lactuca_serriola_Budding_to_flowering","Alex2010JBio.2_Lactuca_serriola",1090.7,597,45.258127,-117.793909,6.47,7.1,719.68,82.8865323421928,32.3249201919992,"Garden","extracted",1,"Asteraceae","F1",1,"annual","forb","introduced","USA","Switzerland","Europe",1300,"mixed_mating",2008,"PHENOLOGY","FLOWERING",NA,"duration",10,0.317298706881136,0.0273805719098667
"10","Alex2010JBio","Alex2010JBio.2","common.garden","Lactuca_serriola","Probability_of_flowering","Alex2010JBio.2_Lactuca_serriola_Probability_of_flowering","Alex2010JBio.2_Lactuca_serriola",1090.7,597,45.258127,-117.793909,6.47,7.1,719.68,82.8865323421928,32.3249201919992,"Garden","extracted",1,"Asteraceae","F1",1,"annual","forb","introduced","USA","Switzerland","Europe",1300,"mixed_mating",2008,"FITNESS","FLOWER",NA,"NAN",10,-0.195396350010909,0.221285350909718
"11","Alex2010JBio","Alex2010JBio.2","common.garden","Lactuca_serriola","Time_to_bolting","Alex2010JBio.2_Lactuca_serriola_Time_to_bolting","Alex2010JBio.2_Lactuca_serriola",1090.7,597,45.258127,-117.793909,6.47,7.1,719.68,82.8865323421928,32.3249201919992,"Garden","extracted",1,"Asteraceae","F1",1,"annual","forb","introduced","USA","Switzerland","Europe",1300,"mixed_mating",2008,"PHENOLOGY","FLOWERING",NA,"first",10,0.196567651446173,0.21823083587515
"12","Alex2010JBio","Alex2010JBio.2","common.garden","Lactuca_serriola","Time_to_flowering","Alex2010JBio.2_Lactuca_serriola_Time_to_flowering","Alex2010JBio.2_Lactuca_serriola",1090.7,597,45.258127,-117.793909,6.47,7.1,719.68,82.8865323421928,32.3249201919992,"Garden","extracted",1,"Asteraceae","F1",1,"annual","forb","introduced","USA","Switzerland","Europe",1300,"mixed_mating",2008,"PHENOLOGY","FLOWERING",NA,"first",10,0.182863104582192,0.255483551154186
"13","Ande2008ForE","Ande2008ForE.1","common.garden","Abies_guatemalensis","Number_branches","Ande2008ForE.1_Abies_guatemalensis_Number_branches","Ande2008ForE.1_Abies_guatemalensis",3088.88888888889,781,15.0541955555556,-91.5247233333333,9.73333333333333,3.8,102.477777777778,210.240508880254,64.5419401858439,"Garden","extracted",1,"Pinaceae","F1",1,"perennial","tree","native","Guatemala","Guatemala","MAmerica",1550,NA,2006,"SIZE","NUMBER","ABOVEGR","BRANCH",9,0.476365923103564,0.119622127956893
"14","Ande2008ForE","Ande2008ForE.1","common.garden","Abies_guatemalensis","Seedling_height","Ande2008ForE.1_Abies_guatemalensis_Seedling_height","Ande2008ForE.1_Abies_guatemalensis",3088.88888888889,781,15.0541955555556,-91.5247233333333,9.73333333333333,3.8,102.477777777778,210.240508880254,64.5419401858439,"Garden","extracted",1,"Pinaceae","F1",1,"perennial","tree","native","Guatemala","Guatemala","MAmerica",1550,NA,2006,"SIZE","HEIGHT",NA,"NAN",9,0.399865316560376,0.204825814852374
"15","Ande2008ForE","Ande2008ForE.1","common.garden","Abies_guatemalensis","Survival","Ande2008ForE.1_Abies_guatemalensis_Survival","Ande2008ForE.1_Abies_guatemalensis",3088.88888888889,781,15.0541955555556,-91.5247233333333,9.73333333333333,3.8,102.477777777778,210.240508880254,64.5419401858439,"Garden","extracted",1,"Pinaceae","F1",1,"perennial","tree","native","Guatemala","Guatemala","MAmerica",1550,NA,2006,"VITAL_RATES","SURVIVAL",NA,"NAN",9,-0.381487564016216,0.229216733209539
"16","Ande2008ForE","Ande2008ForE.2","common.garden","Abies_guatemalensis","Seedling_height","Ande2008ForE.2_Abies_guatemalensis_Seedling_height","Ande2008ForE.2_Abies_guatemalensis",3138.28571428571,516,15.1051957142857,-91.6584542857143,9.51428571428571,2.5,104.828571428571,78.0363017397466,36.0870779232374,"Garden","extracted",1,"Pinaceae","F1",1,"perennial","tree","native","Guatemala","Guatemala","MAmerica",2336,NA,2006,"SIZE","HEIGHT",NA,"NAN",7,0.471289313035894,0.375968636373513
"17","Ande2008ForE","Ande2008ForE.3","common.garden","Abies_guatemalensis","Seedling_height","Ande2008ForE.3_Abies_guatemalensis_Seedling_height","Ande2008ForE.3_Abies_guatemalensis",3088.88888888889,781,15.0541955555556,-91.5247233333333,9.73333333333333,3.8,102.477777777778,210.240508880254,64.5419401858439,"Garden","extracted",1,"Pinaceae","F1",1,"perennial","tree","native","Guatemala","Guatemala","MAmerica",2988,NA,2006,"SIZE","HEIGHT",NA,"NAN",9,0.538264814385005,0.0696382319022158
"18","Ange2005Evol","Ange2005Evol.1","common.garden","Mimulus_cardinalis","Average_annual_stem_length","Ange2005Evol.1_Mimulus_cardinalis_Average_annual_stem_length","Ange2005Evol.1_Mimulus_cardinalis",960,730,37.6466666666667,-119.87,12.9333333333333,3.4,654.033333333333,45.62429452503,24.3216424398953,"Garden","extracted",1,"Phrymaceae","F2",3,"perennial","forb","native","USA","USA","NAmerica",415,"outcrossing",NA,"GROWTH",NA,NA,"NAN",6,0.451387180134824,0.236861072292205
"19","Ange2005Evol","Ange2005Evol.1","common.garden","Mimulus_cardinalis","Flower_number","Ange2005Evol.1_Mimulus_cardinalis_Flower_number","Ange2005Evol.1_Mimulus_cardinalis",960,730,37.6466666666667,-119.87,12.9333333333333,3.4,654.033333333333,45.62429452503,24.3216424398953,"Garden","extracted",1,"Phrymaceae","F2",3,"perennial","forb","native","USA","USA","NAmerica",415,"outcrossing",NA,"FITNESS","FLOWER",NA,"NAN",6,0.491448212517327,0.187892206486367
"20","Ange2005Evol","Ange2005Evol.1","common.garden","Mimulus_lewisii","Flower_number","Ange2005Evol.1_Mimulus_lewisii_Flower_number","Ange2005Evol.1_Mimulus_lewisii",2276.66666666667,1430,37.8316666666667,-119.563333333333,5.21666666666667,8.9,586.133333333333,58.0615821884103,21.0442791683416,"Garden","extracted",1,"Phrymaceae","F2",3,"perennial","forb","native","USA","USA","NAmerica",415,"outcrossing",NA,"FITNESS","FLOWER",NA,"NAN",6,-0.197750585565427,0.144073164426327
"21","Ange2005Evol","Ange2005Evol.2","common.garden","Mimulus_cardinalis","Average_annual_stem_length","Ange2005Evol.2_Mimulus_cardinalis_Average_annual_stem_length","Ange2005Evol.2_Mimulus_cardinalis",960,730,37.6466666666667,-119.87,12.9333333333333,3.4,654.033333333333,45.62429452503,24.3216424398953,"Garden","extracted",1,"Phrymaceae","F2",3,"perennial","forb","native","USA","USA","NAmerica",1400,"outcrossing",NA,"GROWTH",NA,NA,"NAN",6,0.717409779901479,0.0125496809791716
"22","Ange2005Evol","Ange2005Evol.2","common.garden","Mimulus_cardinalis","Flower_number","Ange2005Evol.2_Mimulus_cardinalis_Flower_number","Ange2005Evol.2_Mimulus_cardinalis",960,730,37.6466666666667,-119.87,12.9333333333333,3.4,654.033333333333,45.62429452503,24.3216424398953,"Garden","extracted",1,"Phrymaceae","F2",3,"perennial","forb","native","USA","USA","NAmerica",1400,"outcrossing",NA,"FITNESS","FLOWER",NA,"NAN",6,0.459648316187161,0.226390652286264
"23","Ange2005Evol","Ange2005Evol.2","common.garden","Mimulus_lewisii","Average_annual_stem_length","Ange2005Evol.2_Mimulus_lewisii_Average_annual_stem_length","Ange2005Evol.2_Mimulus_lewisii",2276.66666666667,1430,37.8316666666667,-119.563333333333,5.21666666666667,8.9,586.133333333333,58.0615821884103,21.0442791683416,"Garden","extracted",1,"Phrymaceae","F2",3,"perennial","forb","native","USA","USA","NAmerica",1400,"outcrossing",NA,"GROWTH",NA,NA,"NAN",6,0.0613122861522379,0.692177717479529
"24","Ange2005Evol","Ange2005Evol.2","common.garden","Mimulus_lewisii","Flower_number","Ange2005Evol.2_Mimulus_lewisii_Flower_number","Ange2005Evol.2_Mimulus_lewisii",2276.66666666667,1430,37.8316666666667,-119.563333333333,5.21666666666667,8.9,586.133333333333,58.0615821884103,21.0442791683416,"Garden","extracted",1,"Phrymaceae","F2",3,"perennial","forb","native","USA","USA","NAmerica",1400,"outcrossing",NA,"FITNESS","FLOWER",NA,"NAN",6,0.032307635851075,0.836079278480876
"25","Ange2005Evol","Ange2005Evol.3","common.garden","Mimulus_cardinalis","Average_annual_stem_length","Ange2005Evol.3_Mimulus_cardinalis_Average_annual_stem_length","Ange2005Evol.3_Mimulus_cardinalis",960,730,37.6466666666667,-119.87,12.9333333333333,3.4,654.033333333333,45.62429452503,24.3216424398953,"Garden","extracted",1,"Phrymaceae","F2",3,"perennial","forb","native","USA","USA","NAmerica",2395,"outcrossing",NA,"GROWTH",NA,NA,"NAN",6,0.5478655231405,0.127130623144182
"26","Ange2005Evol","Ange2005Evol.3","common.garden","Mimulus_cardinalis","Flower_number","Ange2005Evol.3_Mimulus_cardinalis_Flower_number","Ange2005Evol.3_Mimulus_cardinalis",960,730,37.6466666666667,-119.87,12.9333333333333,3.4,654.033333333333,45.62429452503,24.3216424398953,"Garden","extracted",1,"Phrymaceae","F2",3,"perennial","forb","native","USA","USA","NAmerica",2395,"outcrossing",NA,"FITNESS","FLOWER",NA,"NAN",6,-0.185153210367125,0.655257949002646
"27","Ange2005Evol","Ange2005Evol.3","common.garden","Mimulus_lewisii","Average_annual_stem_length","Ange2005Evol.3_Mimulus_lewisii_Average_annual_stem_length","Ange2005Evol.3_Mimulus_lewisii",2276.66666666667,1430,37.8316666666667,-119.563333333333,5.21666666666667,8.9,586.133333333333,58.0615821884103,21.0442791683416,"Garden","extracted",1,"Phrymaceae","F2",3,"perennial","forb","native","USA","USA","NAmerica",2395,"outcrossing",NA,"GROWTH",NA,NA,"NAN",6,0.185789256843745,0.179152670652046
"28","Ange2005Evol","Ange2005Evol.3","common.garden","Mimulus_lewisii","Flower_number","Ange2005Evol.3_Mimulus_lewisii_Flower_number","Ange2005Evol.3_Mimulus_lewisii",2276.66666666667,1430,37.8316666666667,-119.563333333333,5.21666666666667,8.9,586.133333333333,58.0615821884103,21.0442791683416,"Garden","extracted",1,"Phrymaceae","F2",3,"perennial","forb","native","USA","USA","NAmerica",2395,"outcrossing",NA,"FITNESS","FLOWER",NA,"NAN",6,0.130451630093489,0.378932896136582
"29","Ange2005Evol","Ange2005Evol.4","common.garden","Mimulus_cardinalis","Average_annual_stem_length","Ange2005Evol.4_Mimulus_cardinalis_Average_annual_stem_length","Ange2005Evol.4_Mimulus_cardinalis",960,730,37.6466666666667,-119.87,12.9333333333333,3.4,654.033333333333,45.62429452503,24.3216424398953,"Garden","extracted",1,"Phrymaceae","F2",3,"perennial","forb","native","USA","USA","NAmerica",3010,"outcrossing",NA,"GROWTH",NA,NA,"NAN",6,-0.0975710928500311,0.815887814667299
"30","Ange2005Evol","Ange2005Evol.4","common.garden","Mimulus_cardinalis","Flower_number","Ange2005Evol.4_Mimulus_cardinalis_Flower_number","Ange2005Evol.4_Mimulus_cardinalis",960,730,37.6466666666667,-119.87,12.9333333333333,3.4,654.033333333333,45.62429452503,24.3216424398953,"Garden","extracted",1,"Phrymaceae","F2",3,"perennial","forb","native","USA","USA","NAmerica",3010,"outcrossing",NA,"FITNESS","FLOWER",NA,"NAN",6,0,1
"31","Ange2005Evol","Ange2005Evol.4","common.garden","Mimulus_lewisii","Average_annual_stem_length","Ange2005Evol.4_Mimulus_lewisii_Average_annual_stem_length","Ange2005Evol.4_Mimulus_lewisii",2276.66666666667,1430,37.8316666666667,-119.563333333333,5.21666666666667,8.9,586.133333333333,58.0615821884103,21.0442791683416,"Garden","extracted",1,"Phrymaceae","F2",3,"perennial","forb","native","USA","USA","NAmerica",3010,"outcrossing",NA,"GROWTH",NA,NA,"NAN",6,0.0857191163217848,0.575666143908255
"32","Ange2005Evol","Ange2005Evol.4","common.garden","Mimulus_lewisii","Flower_number","Ange2005Evol.4_Mimulus_lewisii_Flower_number","Ange2005Evol.4_Mimulus_lewisii",2276.66666666667,1430,37.8316666666667,-119.563333333333,5.21666666666667,8.9,586.133333333333,58.0615821884103,21.0442791683416,"Garden","extracted",1,"Phrymaceae","F2",3,"perennial","forb","native","USA","USA","NAmerica",3010,"outcrossing",NA,"FITNESS","FLOWER",NA,"NAN",6,0.169435335663648,0.232129500842447
"33","Ange2006Oeco","Ange2006Oeco.1","common.garden","Mimulus_cardinalis","Above_ground_biomass","Ange2006Oeco.1_Mimulus_cardinalis_Above_ground_biomass","Ange2006Oeco.1_Mimulus_cardinalis",995,730,37.645,-119.83,12.775,3.4,656.3,45.62429452503,23.7953860094528,"climate_chamber","extracted",1,"Phrymaceae","F2",1,"perennial","forb","native","USA","USA","NAmerica",NA,"outcrossing",1999,"SIZE","BIOMASS","ABOVEGR","NAN",4,0.209808500068774,0.665017442122365
"34","Ange2006Oeco","Ange2006Oeco.1","common.garden","Mimulus_cardinalis","effective_quantum_yield_of_photosystem_II","Ange2006Oeco.1_Mimulus_cardinalis_effective_quantum_yield_of_photosystem_II","Ange2006Oeco.1_Mimulus_cardinalis",995,730,37.645,-119.83,12.775,3.4,656.3,45.62429452503,23.7953860094528,"climate_chamber","extracted",1,"Phrymaceae","F2",1,"perennial","forb","native","USA","USA","NAmerica",NA,"outcrossing",1999,"PHYSIOLOGY","PHOTOSYNTHESIS",NA,"NAN",4,0.427773532352891,0.317012075235508
"35","Ange2006Oeco","Ange2006Oeco.1","common.garden","Mimulus_cardinalis","instantaneous_net_photosynthetic_rate","Ange2006Oeco.1_Mimulus_cardinalis_instantaneous_net_photosynthetic_rate","Ange2006Oeco.1_Mimulus_cardinalis",995,730,37.645,-119.83,12.775,3.4,656.3,45.62429452503,23.7953860094528,"climate_chamber","extracted",1,"Phrymaceae","F2",1,"perennial","forb","native","USA","USA","NAmerica",NA,"outcrossing",1999,"PHYSIOLOGY","PHOTOSYNTHESIS",NA,"NAN",4,0.25864839480343,0.587039129235487
"36","Ange2006Oeco","Ange2006Oeco.1","common.garden","Mimulus_cardinalis","ratio_of_intercellular_to_air_CO2_concentration","Ange2006Oeco.1_Mimulus_cardinalis_ratio_of_intercellular_to_air_CO2_concentration","Ange2006Oeco.1_Mimulus_cardinalis",995,730,37.645,-119.83,12.775,3.4,656.3,45.62429452503,23.7953860094528,"climate_chamber","extracted",1,"Phrymaceae","F2",1,"perennial","forb","native","USA","USA","NAmerica",NA,"outcrossing",1999,"PHYSIOLOGY",NA,NA,"NAN",4,0.60018759595391,0.0417338857426399
"37","Ange2006Oeco","Ange2006Oeco.1","common.garden","Mimulus_cardinalis","Stem_length","Ange2006Oeco.1_Mimulus_cardinalis_Stem_length","Ange2006Oeco.1_Mimulus_cardinalis",995,730,37.645,-119.83,12.775,3.4,656.3,45.62429452503,23.7953860094528,"climate_chamber","extracted",1,"Phrymaceae","F2",1,"perennial","forb","native","USA","USA","NAmerica",NA,"outcrossing",1999,"SIZE","HEIGHT","ABOVEGR","NAN",4,0.565637174924086,0.0968974678116488
"38","Ange2006Oeco","Ange2006Oeco.1","common.garden","Mimulus_cardinalis","stomatal_conductance_to_water_vapor","Ange2006Oeco.1_Mimulus_cardinalis_stomatal_conductance_to_water_vapor","Ange2006Oeco.1_Mimulus_cardinalis",995,730,37.645,-119.83,12.775,3.4,656.3,45.62429452503,23.7953860094528,"climate_chamber","extracted",1,"Phrymaceae","F2",1,"perennial","forb","native","USA","USA","NAmerica",NA,"outcrossing",1999,"PHYSIOLOGY","STOMATA",NA,"NAN",4,0.583093971543956,0.0690257544055818
"39","Ange2006Oeco","Ange2006Oeco.1","common.garden","Mimulus_lewisii","Above_ground_biomass","Ange2006Oeco.1_Mimulus_lewisii_Above_ground_biomass","Ange2006Oeco.1_Mimulus_lewisii",2170,1430,37.8425,-119.5825,6,8.9,594.55,58.0615821884103,25.4995114264944,"climate_chamber","extracted",1,"Phrymaceae","F2",1,"perennial","forb","native","USA","USA","NAmerica",NA,"outcrossing",1999,"SIZE","BIOMASS","ABOVEGR","NAN",4,0.0580888629096424,0.764137279284518
"40","Ange2006Oeco","Ange2006Oeco.1","common.garden","Mimulus_lewisii","effective_quantum_yield_of_photosystem_II","Ange2006Oeco.1_Mimulus_lewisii_effective_quantum_yield_of_photosystem_II","Ange2006Oeco.1_Mimulus_lewisii",2170,1430,37.8425,-119.5825,6,8.9,594.55,58.0615821884103,25.4995114264944,"climate_chamber","extracted",1,"Phrymaceae","F2",1,"perennial","forb","native","USA","USA","NAmerica",NA,"outcrossing",1999,"PHYSIOLOGY","PHOTOSYNTHESIS",NA,"NAN",4,0.0958650454662728,0.610751711901126
"41","Ange2006Oeco","Ange2006Oeco.1","common.garden","Mimulus_lewisii","instantaneous_net_photosynthetic_rate","Ange2006Oeco.1_Mimulus_lewisii_instantaneous_net_photosynthetic_rate","Ange2006Oeco.1_Mimulus_lewisii",2170,1430,37.8425,-119.5825,6,8.9,594.55,58.0615821884103,25.4995114264944,"climate_chamber","extracted",1,"Phrymaceae","F2",1,"perennial","forb","native","USA","USA","NAmerica",NA,"outcrossing",1999,"PHYSIOLOGY","PHOTOSYNTHESIS",NA,"NAN",4,0.101562047831579,0.587619730820797
"42","Ange2006Oeco","Ange2006Oeco.1","common.garden","Mimulus_lewisii","ratio_of_intercellular_to_air_CO2_concentration","Ange2006Oeco.1_Mimulus_lewisii_ratio_of_intercellular_to_air_CO2_concentration","Ange2006Oeco.1_Mimulus_lewisii",2170,1430,37.8425,-119.5825,6,8.9,594.55,58.0615821884103,25.4995114264944,"climate_chamber","extracted",1,"Phrymaceae","F2",1,"perennial","forb","native","USA","USA","NAmerica",NA,"outcrossing",1999,"PHYSIOLOGY",NA,NA,"NAN",4,-0.24053352774115,0.0233430397050651
"43","Ange2006Oeco","Ange2006Oeco.1","common.garden","Mimulus_lewisii","Stem_length","Ange2006Oeco.1_Mimulus_lewisii_Stem_length","Ange2006Oeco.1_Mimulus_lewisii",2170,1430,37.8425,-119.5825,6,8.9,594.55,58.0615821884103,25.4995114264944,"climate_chamber","extracted",1,"Phrymaceae","F2",1,"perennial","forb","native","USA","USA","NAmerica",NA,"outcrossing",1999,"SIZE","HEIGHT","ABOVEGR","NAN",4,0.245431623784848,0.00345491999803466
"44","Ange2006Oeco","Ange2006Oeco.1","common.garden","Mimulus_lewisii","stomatal_conductance_to_water_vapor","Ange2006Oeco.1_Mimulus_lewisii_stomatal_conductance_to_water_vapor","Ange2006Oeco.1_Mimulus_lewisii",2170,1430,37.8425,-119.5825,6,8.9,594.55,58.0615821884103,25.4995114264944,"climate_chamber","extracted",1,"Phrymaceae","F2",1,"perennial","forb","native","USA","USA","NAmerica",NA,"outcrossing",1999,"PHYSIOLOGY","STOMATA",NA,"NAN",4,-0.130388619508549,0.470572963436041
"45","Ange2006Oeco","Ange2006Oeco.2","common.garden","Mimulus_cardinalis","Above_ground_biomass","Ange2006Oeco.2_Mimulus_cardinalis_Above_ground_biomass","Ange2006Oeco.2_Mimulus_cardinalis",995,730,37.645,-119.83,12.775,3.4,656.3,45.62429452503,23.7953860094528,"climate_chamber","extracted",1,"Phrymaceae","F2",1,"perennial","forb","native","USA","USA","NAmerica",NA,"outcrossing",1999,"SIZE","BIOMASS","ABOVEGR","NAN",4,-0.329707886813143,0.473584763053486
"46","Ange2006Oeco","Ange2006Oeco.2","common.garden","Mimulus_cardinalis","effective_quantum_yield_of_photosystem_II","Ange2006Oeco.2_Mimulus_cardinalis_effective_quantum_yield_of_photosystem_II","Ange2006Oeco.2_Mimulus_cardinalis",995,730,37.645,-119.83,12.775,3.4,656.3,45.62429452503,23.7953860094528,"climate_chamber","extracted",1,"Phrymaceae","F2",1,"perennial","forb","native","USA","USA","NAmerica",NA,"outcrossing",1999,"PHYSIOLOGY","PHOTOSYNTHESIS",NA,"NAN",4,-0.411899313501144,0.34235702757788
"47","Ange2006Oeco","Ange2006Oeco.2","common.garden","Mimulus_cardinalis","instantaneous_net_photosynthetic_rate","Ange2006Oeco.2_Mimulus_cardinalis_instantaneous_net_photosynthetic_rate","Ange2006Oeco.2_Mimulus_cardinalis",995,730,37.645,-119.83,12.775,3.4,656.3,45.62429452503,23.7953860094528,"climate_chamber","extracted",1,"Phrymaceae","F2",1,"perennial","forb","native","USA","USA","NAmerica",NA,"outcrossing",1999,"PHYSIOLOGY","PHOTOSYNTHESIS",NA,"NAN",4,-0.24990251087472,0.601002903669697
"48","Ange2006Oeco","Ange2006Oeco.2","common.garden","Mimulus_cardinalis","ratio_of_intercellular_to_air_CO2_concentration","Ange2006Oeco.2_Mimulus_cardinalis_ratio_of_intercellular_to_air_CO2_concentration","Ange2006Oeco.2_Mimulus_cardinalis",995,730,37.645,-119.83,12.775,3.4,656.3,45.62429452503,23.7953860094528,"climate_chamber","extracted",1,"Phrymaceae","F2",1,"perennial","forb","native","USA","USA","NAmerica",NA,"outcrossing",1999,"PHYSIOLOGY",NA,NA,"NAN",4,-0.297019399285096,0.525775561623168
"49","Ange2006Oeco","Ange2006Oeco.2","common.garden","Mimulus_cardinalis","Stem_length","Ange2006Oeco.2_Mimulus_cardinalis_Stem_length","Ange2006Oeco.2_Mimulus_cardinalis",995,730,37.645,-119.83,12.775,3.4,656.3,45.62429452503,23.7953860094528,"climate_chamber","extracted",1,"Phrymaceae","F2",1,"perennial","forb","native","USA","USA","NAmerica",NA,"outcrossing",1999,"SIZE","HEIGHT","ABOVEGR","NAN",4,0.393438719361693,0.371831415139619
"50","Ange2006Oeco","Ange2006Oeco.2","common.garden","Mimulus_cardinalis","stomatal_conductance_to_water_vapor","Ange2006Oeco.2_Mimulus_cardinalis_stomatal_conductance_to_water_vapor","Ange2006Oeco.2_Mimulus_cardinalis",995,730,37.645,-119.83,12.775,3.4,656.3,45.62429452503,23.7953860094528,"climate_chamber","extracted",1,"Phrymaceae","F2",1,"perennial","forb","native","USA","USA","NAmerica",NA,"outcrossing",1999,"PHYSIOLOGY","STOMATA",NA,"NAN",4,-0.426574522026389,0.31892642830491
"51","Ange2006Oeco","Ange2006Oeco.2","common.garden","Mimulus_lewisii","Above_ground_biomass","Ange2006Oeco.2_Mimulus_lewisii_Above_ground_biomass","Ange2006Oeco.2_Mimulus_lewisii",2170,1430,37.8425,-119.5825,6,8.9,594.55,58.0615821884103,25.4995114264944,"climate_chamber","extracted",1,"Phrymaceae","F2",1,"perennial","forb","native","USA","USA","NAmerica",NA,"outcrossing",1999,"SIZE","BIOMASS","ABOVEGR","NAN",4,0.145864290403747,0.4077358952029
"52","Ange2006Oeco","Ange2006Oeco.2","common.garden","Mimulus_lewisii","effective_quantum_yield_of_photosystem_II","Ange2006Oeco.2_Mimulus_lewisii_effective_quantum_yield_of_photosystem_II","Ange2006Oeco.2_Mimulus_lewisii",2170,1430,37.8425,-119.5825,6,8.9,594.55,58.0615821884103,25.4995114264944,"climate_chamber","extracted",1,"Phrymaceae","F2",1,"perennial","forb","native","USA","USA","NAmerica",NA,"outcrossing",1999,"PHYSIOLOGY","PHOTOSYNTHESIS",NA,"NAN",4,0.170319971510992,0.308436594201301
"53","Ange2006Oeco","Ange2006Oeco.2","common.garden","Mimulus_lewisii","instantaneous_net_photosynthetic_rate","Ange2006Oeco.2_Mimulus_lewisii_instantaneous_net_photosynthetic_rate","Ange2006Oeco.2_Mimulus_lewisii",2170,1430,37.8425,-119.5825,6,8.9,594.55,58.0615821884103,25.4995114264944,"climate_chamber","extracted",1,"Phrymaceae","F2",1,"perennial","forb","native","USA","USA","NAmerica",NA,"outcrossing",1999,"PHYSIOLOGY","PHOTOSYNTHESIS",NA,"NAN",4,0.12142686139031,0.506961085810719
