"","StudyID","SiteID","study_type","species","Trait","studyunit","ID","mean.elev","r.elev","mean.lat","mean.long","mean.temp","r.temp","mean.seasonality","dist.km","mean.dist.km","studysite","Coord","coor.var","family","generation","duration_exp","longevity","growthform","intro","country_of_origin","country_of_exp","region","elevation_site","breed","Year","TRAIT_CAT1","TRAIT_CAT2","TRAIT_CAT3","TRAIT_CAT4","n","estimate","p.value"
"113","Clau1948Wash","Clau1948Wash.1","common.garden","Achillea_millefolium","Nr_of_stem","Clau1948Wash.1_Achillea_millefolium_Nr_of_stem","Clau1948Wash.1_Achillea_millefolium",1528.58333333333,3342,37.85775,-120.406666666667,8.51666666666667,16.8,530.425,335.209450847205,120.396030050435,"Garden","extracted",1,"Asteraceae","F1",1,"perennial","forb","native","USA","USA","NAmerica",30,"outcrossing",1948,"SIZE","NUMBER",NA,"BRANCH",12,0.141491738435786,0.00163182379793583
"114","Clau1948Wash","Clau1948Wash.2","common.garden","Achillea_millefolium","Date_of_first_flower","Clau1948Wash.2_Achillea_millefolium_Date_of_first_flower","Clau1948Wash.2_Achillea_millefolium",1528.58333333333,3342,37.85775,-120.406666666667,8.51666666666667,16.8,530.425,335.209450847205,120.396030050435,"Garden","extracted",1,"Asteraceae","F1",1,"perennial","forb","native","USA","USA","NAmerica",1400,"outcrossing",1948,"PHENOLOGY","FLOWERING",NA,"first",12,0.107253372997017,0.0354709798556168
"115","Clau1948Wash","Clau1948Wash.2","common.garden","Achillea_millefolium","Longest_stem","Clau1948Wash.2_Achillea_millefolium_Longest_stem","Clau1948Wash.2_Achillea_millefolium",1528.58333333333,3342,37.85775,-120.406666666667,8.51666666666667,16.8,530.425,335.209450847205,120.396030050435,"Garden","extracted",1,"Asteraceae","F1",1,"perennial","forb","native","USA","USA","NAmerica",1400,"outcrossing",1948,"SIZE","HEIGHT","","",12,0.0681802731022973,0.213551707647944
"116","Clau1948Wash","Clau1948Wash.2","common.garden","Achillea_millefolium","Nr_of_stem","Clau1948Wash.2_Achillea_millefolium_Nr_of_stem","Clau1948Wash.2_Achillea_millefolium",1528.58333333333,3342,37.85775,-120.406666666667,8.51666666666667,16.8,530.425,335.209450847205,120.396030050435,"Garden","extracted",1,"Asteraceae","F1",1,"perennial","forb","native","USA","USA","NAmerica",1400,"outcrossing",1948,"SIZE","NUMBER",NA,"BRANCH",12,0.0829397511025474,0.122083714815786
"117","Clau1948Wash","Clau1948Wash.3","common.garden","Achillea_millefolium","Date_of_first_flower","Clau1948Wash.3_Achillea_millefolium_Date_of_first_flower","Clau1948Wash.3_Achillea_millefolium",1528.58333333333,3342,37.85775,-120.406666666667,8.51666666666667,16.8,530.425,335.209450847205,120.396030050435,"Garden","extracted",1,"Asteraceae","F1",1,"perennial","forb","native","USA","USA","NAmerica",3050,"outcrossing",1948,"PHENOLOGY","FLOWERING",NA,"first",8,0.201008302087538,0.000437286235211223
"118","Clau1948Wash","Clau1948Wash.3","common.garden","Achillea_millefolium","Longest_stem","Clau1948Wash.3_Achillea_millefolium_Longest_stem","Clau1948Wash.3_Achillea_millefolium",1528.58333333333,3342,37.85775,-120.406666666667,8.51666666666667,16.8,530.425,335.209450847205,120.396030050435,"Garden","extracted",1,"Asteraceae","F1",1,"perennial","forb","native","USA","USA","NAmerica",3050,"outcrossing",1948,"SIZE","HEIGHT","","",8,-0.0289869648038722,0.748078891740974
"119","Clau1948Wash","Clau1948Wash.3","common.garden","Achillea_millefolium","Nr_of_stem","Clau1948Wash.3_Achillea_millefolium_Nr_of_stem","Clau1948Wash.3_Achillea_millefolium",1528.58333333333,3342,37.85775,-120.406666666667,8.51666666666667,16.8,530.425,335.209450847205,120.396030050435,"Garden","extracted",1,"Asteraceae","F1",1,"perennial","forb","native","USA","USA","NAmerica",3050,"outcrossing",1948,"SIZE","NUMBER",NA,"BRANCH",12,-0.146997324742237,0.000724444025723968
"120","Dant2013ReFM","Dant2013ReFM.1","common.garden","Pinus_pseudostrobus","Height_5month","Dant2013ReFM.1_Pinus_pseudostrobus_Height_5month","Dant2013ReFM.1_Pinus_pseudostrobus",2367.25,303,19.445475,-102.1807,14.275,1.7,187.3,3.91164643777779,1.61736256709394,"greenhouse","extracted",1,"Pinaceae","F1",1,"perennial","tree","native","Mexico","Mexico","NAmerica",1830,NA,2011,"SIZE","HEIGHT",NA,NA,4,0.53078700317298,0.570149908655842
"121","Dant2013ReFM","Dant2013ReFM.2","common.garden","Pinus_leiophylla","Height_5month","Dant2013ReFM.2_Pinus_leiophylla_Height_5month","Dant2013ReFM.2_Pinus_leiophylla",2264.75,312,19.437675,-102.17175,14.825,1.3,188.35,3.2743094478528,1.33644411560339,"greenhouse","extracted",1,"Pinaceae","F1",1,"perennial","tree","native","Mexico","Mexico","NAmerica",1830,NA,2011,"SIZE","HEIGHT",NA,NA,4,-1.13191900401938,0.391319391917993
"122","Dant2013ReFM","Dant2013ReFM.3","common.garden","Pinus_devoniana","Height_5month","Dant2013ReFM.3_Pinus_devoniana_Height_5month","Dant2013ReFM.3_Pinus_devoniana",2064.2,660,19.42246,-102.14654,15.76,2.5,186.14,11.7591522012649,4.14464195559063,"greenhouse","extracted",1,"Pinaceae","F1",1,"perennial","tree","native","Mexico","Mexico","NAmerica",1830,"mixed_mating",2011,"SIZE","HEIGHT",NA,NA,5,0.803786317408727,0.0669528318416311
"123","Dhan2003Silv","Dhan2003Silv.1","common.garden","Albizia_chinensis","Collar_diameter","Dhan2003Silv.1_Albizia_chinensis_Collar_diameter","Dhan2003Silv.1_Albizia_chinensis",1037.69230769231,550,30.5102569230769,78.8653846153846,14.8307692307692,18.3,528.707692307692,393.285021502808,107.924111383451,"Garden","extracted",1,"Fabaceae","F1",1,"perennial","tree","native","India","India","Asia",530,NA,2000,"SIZE","AREA","ABOVEGR","DIAMETER",13,0.00284579357850989,0.957844886064732
"124","Dhan2003Silv","Dhan2003Silv.1","common.garden","Albizia_chinensis","Leaf_dry_weight","Dhan2003Silv.1_Albizia_chinensis_Leaf_dry_weight","Dhan2003Silv.1_Albizia_chinensis",1037.69230769231,550,30.5102569230769,78.8653846153846,14.8307692307692,18.3,528.707692307692,393.285021502808,107.924111383451,"Garden","extracted",1,"Fabaceae","F1",1,"perennial","tree","native","India","India","Asia",530,NA,2000,"SIZE","BIOMASS","ABOVEGR","NAN",13,0.0359336707415063,0.499874486422561
"125","Dhan2003Silv","Dhan2003Silv.1","common.garden","Albizia_chinensis","Leaves_plant","Dhan2003Silv.1_Albizia_chinensis_Leaves_plant","Dhan2003Silv.1_Albizia_chinensis",1037.69230769231,550,30.5102569230769,78.8653846153846,14.8307692307692,18.3,528.707692307692,393.285021502808,107.924111383451,"Garden","extracted",1,"Fabaceae","F1",1,"perennial","tree","native","India","India","Asia",530,NA,2000,"SIZE","NUMBER","ABOVEGR","LEAF",13,-0.0721674169063896,0.160274544908424
"126","Dhan2003Silv","Dhan2003Silv.1","common.garden","Albizia_chinensis","Nursery_Survival","Dhan2003Silv.1_Albizia_chinensis_Nursery_Survival","Dhan2003Silv.1_Albizia_chinensis",1037.69230769231,550,30.5102569230769,78.8653846153846,14.8307692307692,18.3,528.707692307692,393.285021502808,107.924111383451,"Garden","extracted",1,"Fabaceae","F1",1,"perennial","tree","native","India","India","Asia",530,NA,2000,"VITAL_RATES","SURVIVAL",NA,"NAN",13,0.000325969495505353,0.995169471221703
"127","Dhan2003Silv","Dhan2003Silv.1","common.garden","Albizia_chinensis","Plantable_seedlings","Dhan2003Silv.1_Albizia_chinensis_Plantable_seedlings","Dhan2003Silv.1_Albizia_chinensis",1037.69230769231,550,30.5102569230769,78.8653846153846,14.8307692307692,18.3,528.707692307692,393.285021502808,107.924111383451,"Garden","extracted",1,"Fabaceae","F1",1,"perennial","tree","native","India","India","Asia",530,NA,2000,"OTHER",NA,NA,"NAN",13,0.0149258433602665,0.781220377375136
"128","Dhan2003Silv","Dhan2003Silv.1","common.garden","Albizia_chinensis","R/S_dry_weight_","Dhan2003Silv.1_Albizia_chinensis_R/S_dry_weight_","Dhan2003Silv.1_Albizia_chinensis",1037.69230769231,550,30.5102569230769,78.8653846153846,14.8307692307692,18.3,528.707692307692,393.285021502808,107.924111383451,"Garden","extracted",1,"Fabaceae","F1",1,"perennial","tree","native","India","India","Asia",530,NA,2000,"ALLOCATION","ROOT_SHOOT",NA,"NAN",13,0.0849674846594269,0.0916451345988966
"129","Dhan2003Silv","Dhan2003Silv.1","common.garden","Albizia_chinensis","R/S_length","Dhan2003Silv.1_Albizia_chinensis_R/S_length","Dhan2003Silv.1_Albizia_chinensis",1037.69230769231,550,30.5102569230769,78.8653846153846,14.8307692307692,18.3,528.707692307692,393.285021502808,107.924111383451,"Garden","extracted",1,"Fabaceae","F1",1,"perennial","tree","native","India","India","Asia",530,NA,2000,"ALLOCATION","ROOT_SHOOT",NA,"NAN",13,-0.0747874222296114,0.144129407244562
"130","Dhan2003Silv","Dhan2003Silv.1","common.garden","Albizia_chinensis","Root_length","Dhan2003Silv.1_Albizia_chinensis_Root_length","Dhan2003Silv.1_Albizia_chinensis",1037.69230769231,550,30.5102569230769,78.8653846153846,14.8307692307692,18.3,528.707692307692,393.285021502808,107.924111383451,"Garden","extracted",1,"Fabaceae","F1",1,"perennial","tree","native","India","India","Asia",530,NA,2000,"SIZE","ROOT_LENGTH","BELOWGR","NAN",13,-0.0590776290270693,0.258035917827616
"131","Dhan2003Silv","Dhan2003Silv.1","common.garden","Albizia_chinensis","Root_nodule_dry_weight","Dhan2003Silv.1_Albizia_chinensis_Root_nodule_dry_weight","Dhan2003Silv.1_Albizia_chinensis",1037.69230769231,550,30.5102569230769,78.8653846153846,14.8307692307692,18.3,528.707692307692,393.285021502808,107.924111383451,"Garden","extracted",1,"Fabaceae","F1",1,"perennial","tree","native","India","India","Asia",530,NA,2000,"ALLOCATION","ROOT_SHOOT",NA,"NAN",13,0.0490172381498359,0.35273465071035
"132","Dhan2003Silv","Dhan2003Silv.1","common.garden","Albizia_chinensis","Root_nodules_plant","Dhan2003Silv.1_Albizia_chinensis_Root_nodules_plant","Dhan2003Silv.1_Albizia_chinensis",1037.69230769231,550,30.5102569230769,78.8653846153846,14.8307692307692,18.3,528.707692307692,393.285021502808,107.924111383451,"Garden","extracted",1,"Fabaceae","F1",1,"perennial","tree","native","India","India","Asia",530,NA,2000,"ALLOCATION","ROOT_SHOOT",NA,"NAN",13,-0.0235978648736374,0.659705836979236
"133","Dhan2003Silv","Dhan2003Silv.1","common.garden","Albizia_chinensis","Shoot_dry_weight","Dhan2003Silv.1_Albizia_chinensis_Shoot_dry_weight","Dhan2003Silv.1_Albizia_chinensis",1037.69230769231,550,30.5102569230769,78.8653846153846,14.8307692307692,18.3,528.707692307692,393.285021502808,107.924111383451,"Garden","extracted",1,"Fabaceae","F1",1,"perennial","tree","native","India","India","Asia",530,NA,2000,"SIZE","BIOMASS","ABOVEGR","NAN",13,-0.0341689182530451,0.521604825343191
"134","Dhan2003Silv","Dhan2003Silv.1","common.garden","Albizia_chinensis","Shoot_length","Dhan2003Silv.1_Albizia_chinensis_Shoot_length","Dhan2003Silv.1_Albizia_chinensis",1037.69230769231,550,30.5102569230769,78.8653846153846,14.8307692307692,18.3,528.707692307692,393.285021502808,107.924111383451,"Garden","extracted",1,"Fabaceae","F1",1,"perennial","tree","native","India","India","Asia",530,NA,2000,"SIZE","HEIGHT","ABOVEGR","NAN",13,0.0175341439550533,0.744051755848489
"135","Dhar2014SJFR","Dhar2014SJFR.1","common.garden","Betula_papyrifera","Seedling_height_2006","Dhar2014SJFR.1_Betula_papyrifera_Seedling_height_2006","Dhar2014SJFR.1_Betula_papyrifera",742.222222222222,990,53.4666666666667,-123.544444466667,2.33333333333333,2.2,801.666666666667,839.431376481023,379.145174858912,"Garden","extracted",1,"Betulaceae","F1",6,"perennial","tree","native","Canada","Canada","NAmerica",550,"outcrossing",2006,"SIZE","HEIGHT",NA,NA,9,-0.455077935343272,0.169889955574665
"136","Dhar2014SJFR","Dhar2014SJFR.1","common.garden","Betula_papyrifera","Seedling_survival_2006","Dhar2014SJFR.1_Betula_papyrifera_Seedling_survival_2006","Dhar2014SJFR.1_Betula_papyrifera",742.222222222222,990,53.4666666666667,-123.544444466667,2.33333333333333,2.2,801.666666666667,839.431376481023,379.145174858912,"Garden","extracted",1,"Betulaceae","F1",6,"perennial","tree","native","Canada","Canada","NAmerica",550,"outcrossing",2006,"VITAL_RATES","SURVIVAL",NA,NA,9,0.0684397381752086,0.847355790908246
"137","Dhar2014SJFR","Dhar2014SJFR.2","common.garden","Betula_papyrifera","Seedling_height_2006","Dhar2014SJFR.2_Betula_papyrifera_Seedling_height_2006","Dhar2014SJFR.2_Betula_papyrifera",742.222222222222,990,53.4666666666667,-123.544444466667,2.33333333333333,2.2,801.666666666667,839.431376481023,379.145174858912,"Garden","extracted",1,"Betulaceae","F1",6,"perennial","tree","native","Canada","Canada","NAmerica",725,"outcrossing",2006,"SIZE","HEIGHT",NA,NA,9,0.330541824422686,0.336114086606548
"138","Dhar2014SJFR","Dhar2014SJFR.2","common.garden","Betula_papyrifera","Seedling_survival_2006","Dhar2014SJFR.2_Betula_papyrifera_Seedling_survival_2006","Dhar2014SJFR.2_Betula_papyrifera",742.222222222222,990,53.4666666666667,-123.544444466667,2.33333333333333,2.2,801.666666666667,839.431376481023,379.145174858912,"Garden","extracted",1,"Betulaceae","F1",6,"perennial","tree","native","Canada","Canada","NAmerica",725,"outcrossing",2006,"VITAL_RATES","SURVIVAL",NA,NA,9,0.301206321754313,0.383763723356952
"139","Dhar2015iFor","Dhar2015iFor.1","common.garden","Betula_papyrifera","Bud_burst_2003","Dhar2015iFor.1_Betula_papyrifera_Bud_burst_2003","Dhar2015iFor.1_Betula_papyrifera",742.222222222222,990,53.4666666666667,-123.544444466667,2.33333333333333,2.2,801.666666666667,839.431376481023,379.145174858912,"Garden","extracted",1,"Betulaceae","F1",6,"perennial","tree","native","Canada","Canada","NAmerica",640,"outcrossing",2003,"PHENOLOGY","LEAF_BUD",NA,"first",9,0.829792951294807,0.000592122086080222
"140","Dhar2015iFor","Dhar2015iFor.2","common.garden","Betula_papyrifera","Bud_burst_2003","Dhar2015iFor.2_Betula_papyrifera_Bud_burst_2003","Dhar2015iFor.2_Betula_papyrifera",742.222222222222,990,53.4666666666667,-123.544444466667,2.33333333333333,2.2,801.666666666667,839.431376481023,379.145174858912,"Garden","extracted",1,"Betulaceae","F1",3,"perennial","tree","native","Canada","Canada","NAmerica",550,"outcrossing",2003,"PHENOLOGY","LEAF_BUD",NA,"first",9,0.66390767553944,0.0254630465376052
"141","Dhar2015iFor","Dhar2015iFor.3","common.garden","Betula_papyrifera","Bud_burst_2003","Dhar2015iFor.3_Betula_papyrifera_Bud_burst_2003","Dhar2015iFor.3_Betula_papyrifera",742.222222222222,990,53.4666666666667,-123.544444466667,2.33333333333333,2.2,801.666666666667,839.431376481023,379.145174858912,"Garden","extracted",1,"Betulaceae","F1",3,"perennial","tree","native","Canada","Canada","NAmerica",725,"outcrossing",2003,"PHENOLOGY","LEAF_BUD",NA,"first",9,0.827943674434179,0.000640568258690518
"142","Doug1981JEco","Doug1981JEco","common.garden","Mimulus_primuloides","biomass","Doug1981JEco_Mimulus_primuloides_biomass","Doug1981JEco_Mimulus_primuloides",2430,2000,37.84,-119.556668,4.72,11.1,582.92,58.5861641282648,27.1332085025143,"climate_chamber","extracted",1,"Phrymaceae","F0",1,"perennial","forb","native","USA","USA","NAmerica",NA,NA,NA,"SIZE","BIOMASS",NA,"NAN",5,-0.0779132295803544,0.574267066382877
"143","Doug1981JEco","Doug1981JEco","common.garden","Mimulus_primuloides","nr_of_flowers","Doug1981JEco_Mimulus_primuloides_nr_of_flowers","Doug1981JEco_Mimulus_primuloides",2430,2000,37.84,-119.556668,4.72,11.1,582.92,58.5861641282648,27.1332085025143,"climate_chamber","extracted",1,"Phrymaceae","F0",1,"perennial","forb","native","USA","USA","NAmerica",NA,NA,NA,"FITNESS","FLOWER",NA,"NAN",5,-0.155213788673271,0.206991686864524
"144","Exne2010Agro","Exne2010Agro","common.garden","Setaria_lachnea","fruiting_percentage_2005","Exne2010Agro_Setaria_lachnea_fruiting_percentage_2005","Exne2010Agro_Setaria_lachnea",1042,2169,-26.9777766666667,-64.4777766666667,18.2333333333333,4.4,417.933333333333,568.363913183403,256.20863027829,"Garden","extracted",1,"Poaceae","F1",2,"perennial","grass","native","Argentina","Argentina","SAmerica",NA,NA,NA,"FITNESS","SEED",NA,"NAN",3,0.253520317267107,0.586412242879824
"145","Exne2010Agro","Exne2010Agro","common.garden","Setaria_lachnea","fruiting_percentage_2006","Exne2010Agro_Setaria_lachnea_fruiting_percentage_2006","Exne2010Agro_Setaria_lachnea",1042,2169,-26.9777766666667,-64.4777766666667,18.2333333333333,4.4,417.933333333333,568.363913183403,256.20863027829,"Garden","extracted",1,"Poaceae","F1",2,"perennial","grass","native","Argentina","Argentina","SAmerica",NA,NA,NA,"FITNESS","SEED",NA,"NAN",3,0.220763170085748,0.646815917904745
"146","Falk1991Silv","Falk1991Silv.1","common.garden","Pinus_muricata","Height_4_years","Falk1991Silv.1_Pinus_muricata_Height_4_years","Falk1991Silv.1_Pinus_muricata",161.666666666667,225,39.3366666666667,-123.698333333333,11.2333333333333,1.6,273.666666666667,282.131966771101,90.9627789665561,"Garden","extracted",1,"Pinaceae","F1",8,"perennial","tree","introduced","North_America","South_Africa","Africa",1850,"mixed_mating",1984,"SIZE","HEIGHT","ABOVEGR","NAN",6,1.60830551051875,0.0191383442159275
"147","Falk1991Silv","Falk1991Silv.1","common.garden","Pinus_muricata","Height_8_years","Falk1991Silv.1_Pinus_muricata_Height_8_years","Falk1991Silv.1_Pinus_muricata",161.666666666667,225,39.3366666666667,-123.698333333333,11.2333333333333,1.6,273.666666666667,282.131966771101,90.9627789665561,"Garden","extracted",1,"Pinaceae","F1",8,"perennial","tree","introduced","North_America","South_Africa","Africa",1850,"mixed_mating",1988,"SIZE","HEIGHT","ABOVEGR","NAN",6,1.64749232474612,0.012739360518595
"148","Falk1991Silv","Falk1991Silv.2","common.garden","Pinus_muricata","Height_4_years","Falk1991Silv.2_Pinus_muricata_Height_4_years","Falk1991Silv.2_Pinus_muricata",161.666666666667,225,39.3366666666667,-123.698333333333,11.2333333333333,1.6,273.666666666667,282.131966771101,90.9627789665561,"Garden","extracted",1,"Pinaceae","F1",8,"perennial","tree","introduced","North_America","South_Africa","Africa",1400,"mixed_mating",1984,"SIZE","HEIGHT","ABOVEGR","NAN",6,1.28944878507064,0.114408023298699
"149","Falk1991Silv","Falk1991Silv.3","common.garden","Pinus_muricata","Height_4_years","Falk1991Silv.3_Pinus_muricata_Height_4_years","Falk1991Silv.3_Pinus_muricata",161.666666666667,225,39.3366666666667,-123.698333333333,11.2333333333333,1.6,273.666666666667,282.131966771101,90.9627789665561,"Garden","extracted",1,"Pinaceae","F1",8,"perennial","tree","introduced","North_America","South_Africa","Africa",460,"mixed_mating",1984,"SIZE","HEIGHT","ABOVEGR","NAN",6,1.60709953837207,0.0193549946995895
"150","Falk1991Silv","Falk1991Silv.4","common.garden","Pinus_muricata","Height_4_years","Falk1991Silv.4_Pinus_muricata_Height_4_years","Falk1991Silv.4_Pinus_muricata",161.666666666667,225,39.3366666666667,-123.698333333333,11.2333333333333,1.6,273.666666666667,282.131966771101,90.9627789665561,"Garden","extracted",1,"Pinaceae","F1",8,"perennial","tree","introduced","North_America","South_Africa","Africa",215,"mixed_mating",1984,"SIZE","HEIGHT","ABOVEGR","NAN",6,1.64489408773562,0.0131248497254015
"151","Falk1991Silv","Falk1991Silv.4","common.garden","Pinus_muricata","Height_8_years","Falk1991Silv.4_Pinus_muricata_Height_8_years","Falk1991Silv.4_Pinus_muricata",161.666666666667,225,39.3366666666667,-123.698333333333,11.2333333333333,1.6,273.666666666667,282.131966771101,90.9627789665561,"Garden","extracted",1,"Pinaceae","F1",8,"perennial","tree","introduced","North_America","South_Africa","Africa",215,"mixed_mating",1988,"SIZE","HEIGHT","ABOVEGR","NAN",6,1.73167703715927,0.00330514181750894
"152","Fetc2000Biot","Fetc2000Biot.1","reciprocal.transplant","Clibadium_erosum","Leaf_thickness","Fetc2000Biot.1_Clibadium_erosum_Leaf_thickness","Fetc2000Biot.1_Clibadium_erosum",675,650,18.324425,-65.79522,22.45,6.5,127.75,14.5972630155757,7.29863150778787,"Garden","extracted",1,"Asteraceae","F0",2,"perennial","tree","native","Puerto_Rico","Puerto_Rico","MAmerica",350,NA,1991,"SIZE","LEAF","ABOVEGR","THICK",4,-0.0166464942537637,0.937529423399919
"153","Fetc2000Biot","Fetc2000Biot.2","reciprocal.transplant","Clibadium_erosum","Leaf_thickness","Fetc2000Biot.2_Clibadium_erosum_Leaf_thickness","Fetc2000Biot.2_Clibadium_erosum",675,650,18.324425,-65.79522,22.45,6.5,127.75,14.5972630155757,7.29863150778787,"Garden","extracted",1,"Asteraceae","F0",2,"perennial","tree","native","Puerto_Rico","Puerto_Rico","MAmerica",1000,NA,1991,"SIZE","LEAF","ABOVEGR","THICK",4,-0.00507078731530655,0.980970467260279
"154","Frei2014GlCB","Frei2014GlCB.1","common.garden","Ranunculus_bulbosus","First_mature_fruit","Frei2014GlCB.1_Ranunculus_bulbosus_First_mature_fruit","Frei2014GlCB.1_Ranunculus_bulbosus",1500,600,46.3842714285714,7.65547142857143,3.98571428571429,6.4,593.378571428571,115.071374931733,45.7829832635057,"Garden","extracted",1,"Ranunculaceae","F1",2,"perennial","forb","native","Switzerland","Switzerland","Europe",600,"outcrossing",2010,"PHENOLOGY","FLOWERING",NA,"first",14,-0.173760511619553,0.269750303696385
"155","Frei2014GlCB","Frei2014GlCB.1","common.garden","Ranunculus_bulbosus","Flower_duration","Frei2014GlCB.1_Ranunculus_bulbosus_Flower_duration","Frei2014GlCB.1_Ranunculus_bulbosus",1500,600,46.3842714285714,7.65547142857143,3.98571428571429,6.4,593.378571428571,115.071374931733,45.7829832635057,"Garden","extracted",1,"Ranunculaceae","F1",2,"perennial","forb","native","Switzerland","Switzerland","Europe",600,"outcrossing",2010,"PHENOLOGY","FLOWERING",NA,"duration",14,-0.153589792409643,0.332190391489053
"156","Frei2014GlCB","Frei2014GlCB.1","common.garden","Ranunculus_bulbosus","Flower_initiation","Frei2014GlCB.1_Ranunculus_bulbosus_Flower_initiation","Frei2014GlCB.1_Ranunculus_bulbosus",1500,600,46.3842714285714,7.65547142857143,3.98571428571429,6.4,593.378571428571,115.071374931733,45.7829832635057,"Garden","extracted",1,"Ranunculaceae","F1",2,"perennial","forb","native","Switzerland","Switzerland","Europe",600,"outcrossing",2010,"PHENOLOGY","FLOWERING",NA,"first",14,-0.140824003979938,0.375542010973575
"157","Frei2014GlCB","Frei2014GlCB.1","common.garden","Ranunculus_bulbosus","Leaf_biomass","Frei2014GlCB.1_Ranunculus_bulbosus_Leaf_biomass","Frei2014GlCB.1_Ranunculus_bulbosus",1500,600,46.3842714285714,7.65547142857143,3.98571428571429,6.4,593.378571428571,115.071374931733,45.7829832635057,"Garden","extracted",1,"Ranunculaceae","F1",2,"perennial","forb","native","Switzerland","Switzerland","Europe",600,"outcrossing",2010,"SIZE","BIOMASS","ABOVEGR",NA,14,0.205713140137763,0.186358457773782
"158","Frei2014GlCB","Frei2014GlCB.1","common.garden","Ranunculus_bulbosus","Nr_inflorescences","Frei2014GlCB.1_Ranunculus_bulbosus_Nr_inflorescences","Frei2014GlCB.1_Ranunculus_bulbosus",1500,600,46.3842714285714,7.65547142857143,3.98571428571429,6.4,593.378571428571,115.071374931733,45.7829832635057,"Garden","extracted",1,"Ranunculaceae","F1",2,"perennial","forb","native","Switzerland","Switzerland","Europe",600,"outcrossing",2010,"FITNESS","FLOWER",NA,NA,14,0.211604371088164,0.173052156706542
"159","Frei2014GlCB","Frei2014GlCB.2","common.garden","Ranunculus_bulbosus","First_mature_fruit","Frei2014GlCB.2_Ranunculus_bulbosus_First_mature_fruit","Frei2014GlCB.2_Ranunculus_bulbosus",1500,600,46.3842714285714,7.65547142857143,3.98571428571429,6.4,593.378571428571,115.071374931733,45.7829832635057,"Garden","extracted",1,"Ranunculaceae","F1",2,"perennial","forb","native","Switzerland","Switzerland","Europe",1200,"outcrossing",2010,"PHENOLOGY","FLOWERING",NA,"first",14,-0.27584144354495,0.0667850585982063
"160","Frei2014GlCB","Frei2014GlCB.2","common.garden","Ranunculus_bulbosus","Flower_duration","Frei2014GlCB.2_Ranunculus_bulbosus_Flower_duration","Frei2014GlCB.2_Ranunculus_bulbosus",1500,600,46.3842714285714,7.65547142857143,3.98571428571429,6.4,593.378571428571,115.071374931733,45.7829832635057,"Garden","extracted",1,"Ranunculaceae","F1",2,"perennial","forb","native","Switzerland","Switzerland","Europe",1200,"outcrossing",2010,"PHENOLOGY","FLOWERING",NA,"duration",14,0.045792467019148,0.776585803334157
"161","Frei2014GlCB","Frei2014GlCB.2","common.garden","Ranunculus_bulbosus","Flower_initiation","Frei2014GlCB.2_Ranunculus_bulbosus_Flower_initiation","Frei2014GlCB.2_Ranunculus_bulbosus",1500,600,46.3842714285714,7.65547142857143,3.98571428571429,6.4,593.378571428571,115.071374931733,45.7829832635057,"Garden","extracted",1,"Ranunculaceae","F1",2,"perennial","forb","native","Switzerland","Switzerland","Europe",1200,"outcrossing",2010,"PHENOLOGY","FLOWERING",NA,"first",14,-0.192711040774413,0.217993011513036
"162","Frei2014GlCB","Frei2014GlCB.2","common.garden","Ranunculus_bulbosus","Leaf_biomass","Frei2014GlCB.2_Ranunculus_bulbosus_Leaf_biomass","Frei2014GlCB.2_Ranunculus_bulbosus",1500,600,46.3842714285714,7.65547142857143,3.98571428571429,6.4,593.378571428571,115.071374931733,45.7829832635057,"Garden","extracted",1,"Ranunculaceae","F1",2,"perennial","forb","native","Switzerland","Switzerland","Europe",1200,"outcrossing",2010,"SIZE","BIOMASS","ABOVEGR",NA,14,0.202593307998379,0.193663423289887
"163","Frei2014GlCB","Frei2014GlCB.2","common.garden","Ranunculus_bulbosus","Nr_inflorescences","Frei2014GlCB.2_Ranunculus_bulbosus_Nr_inflorescences","Frei2014GlCB.2_Ranunculus_bulbosus",1500,600,46.3842714285714,7.65547142857143,3.98571428571429,6.4,593.378571428571,115.071374931733,45.7829832635057,"Garden","extracted",1,"Ranunculaceae","F1",2,"perennial","forb","native","Switzerland","Switzerland","Europe",1200,"outcrossing",2010,"FITNESS","FLOWER",NA,NA,14,0.117381681971998,0.462514595085088
"164","Frei2014GlCB","Frei2014GlCB.3","common.garden","Ranunculus_bulbosus","First_mature_fruit","Frei2014GlCB.3_Ranunculus_bulbosus_First_mature_fruit","Frei2014GlCB.3_Ranunculus_bulbosus",1500,600,46.3842714285714,7.65547142857143,3.98571428571429,6.4,593.378571428571,115.071374931733,45.7829832635057,"Garden","extracted",1,"Ranunculaceae","F1",2,"perennial","forb","native","Switzerland","Switzerland","Europe",1800,"outcrossing",2010,"PHENOLOGY","FLOWERING",NA,"first",14,-0.132985192558281,0.40358864693486
"165","Frei2014GlCB","Frei2014GlCB.3","common.garden","Ranunculus_bulbosus","Flower_duration","Frei2014GlCB.3_Ranunculus_bulbosus_Flower_duration","Frei2014GlCB.3_Ranunculus_bulbosus",1500,600,46.3842714285714,7.65547142857143,3.98571428571429,6.4,593.378571428571,115.071374931733,45.7829832635057,"Garden","extracted",1,"Ranunculaceae","F1",2,"perennial","forb","native","Switzerland","Switzerland","Europe",1800,"outcrossing",2010,"PHENOLOGY","FLOWERING",NA,"duration",14,-0.195396349637873,0.21120218471232
