"","StudyID","SiteID","study_type","species","Trait","Year","PopID","elev","traitmean","traitvar","lat.pop","long.pop","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19","studyunit","ID","family","generation","duration_exp","longevity","growthform","intro","country_of_origin","country_of_exp","region","latitude_site","longitude_site","elevation_site","breed","r.temp","var","elev.diff","symp","direction","factor.site","factor.site2","factor.pop","st.traitmean","sample.size"
"144","Halb0001subm","Halb0001subm.13","reciprocal.transplant","Lotus_corniculatus","Aboveground_biomass",2012,"Halb0001subm.PO215",2145,4,"1.18006081",46.81058,10.27244,1117,142,60,29,399,194,385,196,"Halb0001subm.13_Lotus_corniculatus_Aboveground_biomass","Halb0001subm.13_Lotus_corniculatus","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"outcrossing",8.5,"biomass",-1622,"foreign site","down","low","low","high",-0.708357063804704,6
"145","Halb0001subm","Halb0001subm.13","reciprocal.transplant","Lotus_corniculatus","Aboveground_biomass",2012,"Halb0001subm.PO315",1805.7,4.09,"1.495853852",46.80221,9.89627,1026,139,50,34,379,157,379,166,"Halb0001subm.13_Lotus_corniculatus_Aboveground_biomass","Halb0001subm.13_Lotus_corniculatus","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"outcrossing",8.5,"biomass",-1282.7,"foreign site","down","low","low","high",-0.698789459641259,6
"146","Halb0001subm","Halb0001subm.13","reciprocal.transplant","Lotus_corniculatus","Aboveground_biomass",2012,"Halb0001subm.PO113",551.9,24.4,"3.607393188",47.41081,8.50031,1118,134,69,25,386,212,386,218,"Halb0001subm.13_Lotus_corniculatus_Aboveground_biomass","Halb0001subm.13_Lotus_corniculatus","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"outcrossing",8.5,"biomass",-28.9,"home site",NA,"low","low","low",1.46029987990955,6
"147","Halb0001subm","Halb0001subm.13","reciprocal.transplant","Lotus_corniculatus","Aboveground_biomass",2012,"Halb0001subm.PO213",420,10.9,"1.246217589",47.50505,8.6824,1042,123,61,25,360,193,360,201,"Halb0001subm.13_Lotus_corniculatus_Aboveground_biomass","Halb0001subm.13_Lotus_corniculatus","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"outcrossing",8.5,"biomass",103,"home site",NA,"low","low","low",0.0251592553927635,6
"148","Halb0001subm","Halb0001subm.13","reciprocal.transplant","Lotus_corniculatus","Aboveground_biomass",2012,"Halb0001subm.PO313",411.6,19.4,"2.053799911",47.59636,8.55821,1026,120,64,23,348,197,348,204,"Halb0001subm.13_Lotus_corniculatus_Aboveground_biomass","Halb0001subm.13_Lotus_corniculatus","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"outcrossing",8.5,"biomass",111.4,"home site",NA,"low","low","low",0.928766315273701,6
"149","Halb0001subm","Halb0001subm.14","reciprocal.transplant","Lotus_corniculatus","Aboveground_biomass",2012,"Halb0001subm.PO115",1966.5,0.106,"0.10601",46.57208,8.33319,1691,178,113,14,513,360,513,368,"Halb0001subm.14_Lotus_corniculatus_Aboveground_biomass","Halb0001subm.14_Lotus_corniculatus","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.45,9.49,1402,"outcrossing",8.5,"biomass",-564.5,"foreign site","down","mid","mid","high",-0.324112067068232,6
"150","Halb0001subm","Halb0001subm.14","reciprocal.transplant","Lotus_corniculatus","Aboveground_biomass",2012,"Halb0001subm.PO215",2145,0.215,"0.055967006",46.81058,10.27244,1117,142,60,29,399,194,385,196,"Halb0001subm.14_Lotus_corniculatus_Aboveground_biomass","Halb0001subm.14_Lotus_corniculatus","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.45,9.49,1402,"outcrossing",8.5,"biomass",-743,"foreign site","down","mid","mid","high",1.67559823352256,6
"151","Halb0001subm","Halb0001subm.14","reciprocal.transplant","Lotus_corniculatus","Aboveground_biomass",2012,"Halb0001subm.PO315",1805.7,0.0871,"0.015938981",46.80221,9.89627,1026,139,50,34,379,157,379,166,"Halb0001subm.14_Lotus_corniculatus_Aboveground_biomass","Halb0001subm.14_Lotus_corniculatus","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.45,9.49,1402,"outcrossing",8.5,"biomass",-403.7,"foreign site","down","mid","mid","high",-0.670850825611038,6
"152","Halb0001subm","Halb0001subm.14","reciprocal.transplant","Lotus_corniculatus","Aboveground_biomass",2012,"Halb0001subm.PO113",551.9,0.164,"0.04078487",47.41081,8.50031,1118,134,69,25,386,212,386,218,"Halb0001subm.14_Lotus_corniculatus_Aboveground_biomass","Halb0001subm.14_Lotus_corniculatus","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.45,9.49,1402,"outcrossing",8.5,"biomass",850.1,"foreign site","up","mid","mid","low",0.739953964438793,6
"153","Halb0001subm","Halb0001subm.14","reciprocal.transplant","Lotus_corniculatus","Aboveground_biomass",2012,"Halb0001subm.PO213",420,0.0959,"0.027505946",47.50505,8.6824,1042,123,61,25,360,193,360,201,"Halb0001subm.14_Lotus_corniculatus_Aboveground_biomass","Halb0001subm.14_Lotus_corniculatus","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.45,9.49,1402,"outcrossing",8.5,"biomass",982,"foreign site","up","mid","mid","low",-0.509406324278938,6
"154","Halb0001subm","Halb0001subm.14","reciprocal.transplant","Lotus_corniculatus","Aboveground_biomass",2012,"Halb0001subm.PO313",411.6,0.074,"0.015131525",47.59636,8.55821,1026,120,64,23,348,197,348,204,"Halb0001subm.14_Lotus_corniculatus_Aboveground_biomass","Halb0001subm.14_Lotus_corniculatus","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.45,9.49,1402,"outcrossing",8.5,"biomass",990.4,"foreign site","up","mid","mid","low",-0.911182981003142,6
"155","Halb0001subm","Halb0001subm.15","reciprocal.transplant","Lotus_corniculatus","Aboveground_biomass",2012,"Halb0001subm.PO115",1966.5,0.0318,"0.006694922",46.57208,8.33319,1691,178,113,14,513,360,513,368,"Halb0001subm.15_Lotus_corniculatus_Aboveground_biomass","Halb0001subm.15_Lotus_corniculatus","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.43333333,9.24,2168,"outcrossing",8.5,"biomass",201.5,"home site",NA,"high","high","high",-0.187867161983324,7
"156","Halb0001subm","Halb0001subm.15","reciprocal.transplant","Lotus_corniculatus","Aboveground_biomass",2012,"Halb0001subm.PO215",2145,0.0231,"0.004546386",46.81058,10.27244,1117,142,60,29,399,194,385,196,"Halb0001subm.15_Lotus_corniculatus_Aboveground_biomass","Halb0001subm.15_Lotus_corniculatus","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.43333333,9.24,2168,"outcrossing",8.5,"biomass",23,"home site",NA,"high","high","low",-0.685306734365254,7
"157","Halb0001subm","Halb0001subm.15","reciprocal.transplant","Lotus_corniculatus","Aboveground_biomass",2012,"Halb0001subm.PO215",2145,0.0231,"0.004546386",46.81058,10.27244,1117,142,60,29,399,194,385,196,"Halb0001subm.15_Lotus_corniculatus_Aboveground_biomass","Halb0001subm.15_Lotus_corniculatus","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.43333333,9.24,2168,"outcrossing",8.5,"biomass",23,"home site",NA,"high","high","high",-0.685306734365254,7
"158","Halb0001subm","Halb0001subm.15","reciprocal.transplant","Lotus_corniculatus","Aboveground_biomass",2012,"Halb0001subm.PO315",1805.7,0.0539,"0.013260647",46.80221,9.89627,1026,139,50,34,379,157,379,166,"Halb0001subm.15_Lotus_corniculatus_Aboveground_biomass","Halb0001subm.15_Lotus_corniculatus","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.43333333,9.24,2168,"outcrossing",8.5,"biomass",362.3,"home site",NA,"high","high","high",1.07574370579147,7
"159","Halb0001subm","Halb0001subm.15","reciprocal.transplant","Lotus_corniculatus","Aboveground_biomass",2012,"Halb0001subm.PO113",551.9,0.027,"0.002810766",47.41081,8.50031,1118,134,69,25,386,212,386,218,"Halb0001subm.15_Lotus_corniculatus_Aboveground_biomass","Halb0001subm.15_Lotus_corniculatus","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.43333333,9.24,2168,"outcrossing",8.5,"biomass",1616.1,"foreign site","up","high","high","low",-0.462316581228527,7
"160","Halb0001subm","Halb0001subm.15","reciprocal.transplant","Lotus_corniculatus","Aboveground_biomass",2012,"Halb0001subm.PO213",420,0.0212,"0.003188711",47.50505,8.6824,1042,123,61,25,360,193,360,201,"Halb0001subm.15_Lotus_corniculatus_Aboveground_biomass","Halb0001subm.15_Lotus_corniculatus","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.43333333,9.24,2168,"outcrossing",8.5,"biomass",1748,"foreign site","up","high","high","low",-0.793942962816481,7
"161","Halb0001subm","Halb0001subm.15","reciprocal.transplant","Lotus_corniculatus","Aboveground_biomass",2012,"Halb0001subm.PO313",411.6,0.0655,"0.010709838",47.59636,8.55821,1026,120,64,23,348,197,348,204,"Halb0001subm.15_Lotus_corniculatus_Aboveground_biomass","Halb0001subm.15_Lotus_corniculatus","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.43333333,9.24,2168,"outcrossing",8.5,"biomass",1756.4,"foreign site","up","high","high","low",1.73899646896737,7
"162","Halb0001subm","Halb0001subm.16","reciprocal.transplant","Medicago_lupulina","Aboveground_biomass",2012,"Halb0001subm.PO117",2145,9.27,"1.665750467",46.81058,10.27244,1117,142,60,29,399,194,385,196,"Halb0001subm.16_Medicago_lupulina_Aboveground_biomass","Halb0001subm.16_Medicago_lupulina","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"mixed_mating",8.5,"biomass",-1622,"foreign site","down","low","low","high",0.605389362834317,6
"163","Halb0001subm","Halb0001subm.16","reciprocal.transplant","Medicago_lupulina","Aboveground_biomass",2012,"Halb0001subm.PO217",1805.7,2.94,"0.989252751",46.80221,9.89627,1026,139,50,34,379,157,379,166,"Halb0001subm.16_Medicago_lupulina_Aboveground_biomass","Halb0001subm.16_Medicago_lupulina","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"mixed_mating",8.5,"biomass",-1282.7,"foreign site","down","low","low","high",-0.773896060107936,6
"164","Halb0001subm","Halb0001subm.16","reciprocal.transplant","Medicago_lupulina","Aboveground_biomass",2012,"Halb0001subm.PO317",1709.1,2.01,"0.560792603",46.59156,8.32196,1638,174,108,15,501,343,501,351,"Halb0001subm.16_Medicago_lupulina_Aboveground_biomass","Halb0001subm.16_Medicago_lupulina","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"mixed_mating",8.5,"biomass",-1186.1,"foreign site","down","low","low","high",-0.976539890018883,6
"165","Halb0001subm","Halb0001subm.16","reciprocal.transplant","Medicago_lupulina","Aboveground_biomass",2012,"Halb0001subm.PO116",551.9,5.79,"0.982825207",47.41081,8.50031,1118,134,69,25,386,212,386,218,"Halb0001subm.16_Medicago_lupulina_Aboveground_biomass","Halb0001subm.16_Medicago_lupulina","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"mixed_mating",8.5,"biomass",-28.9,"home site",NA,"low","low","low",-0.152890774896969,6
"166","Halb0001subm","Halb0001subm.16","reciprocal.transplant","Medicago_lupulina","Aboveground_biomass",2012,"Halb0001subm.PO216",420,4.64,"0.889990324",47.50505,8.6824,1042,123,61,25,360,193,360,201,"Halb0001subm.16_Medicago_lupulina_Aboveground_biomass","Halb0001subm.16_Medicago_lupulina","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"mixed_mating",8.5,"biomass",103,"home site",NA,"low","low","low",-0.403471854894377,6
"167","Halb0001subm","Halb0001subm.16","reciprocal.transplant","Medicago_lupulina","Aboveground_biomass",2012,"Halb0001subm.PO316",411.6,14.3,"1.432936651",47.59636,8.55821,1026,120,64,23,348,197,348,204,"Halb0001subm.16_Medicago_lupulina_Aboveground_biomass","Halb0001subm.16_Medicago_lupulina","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"mixed_mating",8.5,"biomass",111.4,"home site",NA,"low","low","low",1.70140921708385,6
"168","Halb0001subm","Halb0001subm.17","reciprocal.transplant","Medicago_lupulina","Aboveground_biomass",2012,"Halb0001subm.PO117",2145,0.519,"0.128006802",46.81058,10.27244,1117,142,60,29,399,194,385,196,"Halb0001subm.17_Medicago_lupulina_Aboveground_biomass","Halb0001subm.17_Medicago_lupulina","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.45,9.49,1402,"mixed_mating",8.5,"biomass",-743,"home site",NA,"mid","high","high",-0.994591522351754,6
"169","Halb0001subm","Halb0001subm.17","reciprocal.transplant","Medicago_lupulina","Aboveground_biomass",2012,"Halb0001subm.PO217",1805.7,1.99,"0.662180957",46.80221,9.89627,1026,139,50,34,379,157,379,166,"Halb0001subm.17_Medicago_lupulina_Aboveground_biomass","Halb0001subm.17_Medicago_lupulina","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.45,9.49,1402,"mixed_mating",8.5,"biomass",-403.7,"home site",NA,"mid","high","high",1.3817660240144,6
"170","Halb0001subm","Halb0001subm.17","reciprocal.transplant","Medicago_lupulina","Aboveground_biomass",2012,"Halb0001subm.PO317",1709.1,0.616,"0.15954595",46.59156,8.32196,1638,174,108,15,501,343,501,351,"Halb0001subm.17_Medicago_lupulina_Aboveground_biomass","Halb0001subm.17_Medicago_lupulina","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.45,9.49,1402,"mixed_mating",8.5,"biomass",-307.1,"home site",NA,"mid","high","high",-0.837890854780362,6
"171","Halb0001subm","Halb0001subm.17","reciprocal.transplant","Medicago_lupulina","Aboveground_biomass",2012,"Halb0001subm.PO116",551.9,0.965,"0.247483768",47.41081,8.50031,1118,134,69,25,386,212,386,218,"Halb0001subm.17_Medicago_lupulina_Aboveground_biomass","Halb0001subm.17_Medicago_lupulina","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.45,9.49,1402,"mixed_mating",8.5,"biomass",850.1,"foreign site","up","mid","high","low",-0.274091545683293,6
"172","Halb0001subm","Halb0001subm.17","reciprocal.transplant","Medicago_lupulina","Aboveground_biomass",2012,"Halb0001subm.PO216",420,0.908,"0.199349412",47.50505,8.6824,1042,123,61,25,360,193,360,201,"Halb0001subm.17_Medicago_lupulina_Aboveground_biomass","Halb0001subm.17_Medicago_lupulina","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.45,9.49,1402,"mixed_mating",8.5,"biomass",982,"foreign site","up","mid","high","low",-0.366173381266482,6
"173","Halb0001subm","Halb0001subm.17","reciprocal.transplant","Medicago_lupulina","Aboveground_biomass",2012,"Halb0001subm.PO316",411.6,1.81,"0.311168445",47.59636,8.55821,1026,120,64,23,348,197,348,204,"Halb0001subm.17_Medicago_lupulina_Aboveground_biomass","Halb0001subm.17_Medicago_lupulina","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.45,9.49,1402,"mixed_mating",8.5,"biomass",990.4,"foreign site","up","mid","high","low",1.09098128006749,6
"174","Halb0001subm","Halb0001subm.18","reciprocal.transplant","Medicago_lupulina","Aboveground_biomass",2012,"Halb0001subm.PO117",2145,0.0276,"0.005793005",46.81058,10.27244,1117,142,60,29,399,194,385,196,"Halb0001subm.18_Medicago_lupulina_Aboveground_biomass","Halb0001subm.18_Medicago_lupulina","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.43333333,9.24,2168,"mixed_mating",8.5,"biomass",23,"foreign site","up","high","mid","low",1.07929801795891,7
"175","Halb0001subm","Halb0001subm.18","reciprocal.transplant","Medicago_lupulina","Aboveground_biomass",2012,"Halb0001subm.PO117",2145,0.0276,"0.005793005",46.81058,10.27244,1117,142,60,29,399,194,385,196,"Halb0001subm.18_Medicago_lupulina_Aboveground_biomass","Halb0001subm.18_Medicago_lupulina","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.43333333,9.24,2168,"mixed_mating",8.5,"biomass",23,"foreign site","up","high","mid","high",1.07929801795891,7
"176","Halb0001subm","Halb0001subm.18","reciprocal.transplant","Medicago_lupulina","Aboveground_biomass",2012,"Halb0001subm.PO217",1805.7,0.017,"0.003274924",46.80221,9.89627,1026,139,50,34,379,157,379,166,"Halb0001subm.18_Medicago_lupulina_Aboveground_biomass","Halb0001subm.18_Medicago_lupulina","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.43333333,9.24,2168,"mixed_mating",8.5,"biomass",362.3,"foreign site","up","high","mid","high",-0.428873600356553,7
"177","Halb0001subm","Halb0001subm.18","reciprocal.transplant","Medicago_lupulina","Aboveground_biomass",2012,"Halb0001subm.PO317",1709.1,0.0171,"0.005627621",46.59156,8.32196,1638,174,108,15,501,343,501,351,"Halb0001subm.18_Medicago_lupulina_Aboveground_biomass","Halb0001subm.18_Medicago_lupulina","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.43333333,9.24,2168,"mixed_mating",8.5,"biomass",458.9,"foreign site","up","high","mid","high",-0.414645566221502,7
"178","Halb0001subm","Halb0001subm.18","reciprocal.transplant","Medicago_lupulina","Aboveground_biomass",2012,"Halb0001subm.PO116",551.9,0.0263,"0.005084064",47.41081,8.50031,1118,134,69,25,386,212,386,218,"Halb0001subm.18_Medicago_lupulina_Aboveground_biomass","Halb0001subm.18_Medicago_lupulina","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.43333333,9.24,2168,"mixed_mating",8.5,"biomass",1616.1,"foreign site","up","high","mid","low",0.894333574203239,7
"179","Halb0001subm","Halb0001subm.18","reciprocal.transplant","Medicago_lupulina","Aboveground_biomass",2012,"Halb0001subm.PO216",420,0.0109,"0.001658152",47.50505,8.6824,1042,123,61,25,360,193,360,201,"Halb0001subm.18_Medicago_lupulina_Aboveground_biomass","Halb0001subm.18_Medicago_lupulina","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.43333333,9.24,2168,"mixed_mating",8.5,"biomass",1748,"foreign site","up","high","mid","low",-1.2967836825947,7
"180","Halb0001subm","Halb0001subm.18","reciprocal.transplant","Medicago_lupulina","Aboveground_biomass",2012,"Halb0001subm.PO316",411.6,0.0136,"0.003472356",47.59636,8.55821,1026,120,64,23,348,197,348,204,"Halb0001subm.18_Medicago_lupulina_Aboveground_biomass","Halb0001subm.18_Medicago_lupulina","Fabaceae","F1",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.43333333,9.24,2168,"mixed_mating",8.5,"biomass",1756.4,"foreign site","up","high","mid","low",-0.912626760948305,7
"181","Halb0001subm","Halb0001subm.3","reciprocal.transplant","Plantago_major","Aboveground_biomass",2012,"Halb0001subm.PO13",1993.4,0.00876,"0.002213362",46.57132,9.11219,1548,181,91,22,512,289,512,294,"Halb0001subm.3_Plantago_major_Aboveground_biomass","Halb0001subm.3_Plantago_major","Plantaginaceae","F2",2,"perennial","forb","native","Switzerland","Switzerland","Europe",47.43333333,9.24,2168,"inbreeding",9.4,"biomass",174.6,"home site",NA,"high","high","high",-0.892846763778273,6
"182","Halb0001subm","Halb0001subm.3","reciprocal.transplant","Plantago_major","Aboveground_biomass",2012,"Halb0001subm.PO23",2011.9,0.0212,"0.007310596",46.5898,8.47941,1707,182,112,15,525,356,525,364,"Halb0001subm.3_Plantago_major_Aboveground_biomass","Halb0001subm.3_Plantago_major","Plantaginaceae","F2",2,"perennial","forb","native","Switzerland","Switzerland","Europe",47.43333333,9.24,2168,"inbreeding",9.4,"biomass",156.1,"home site",NA,"high","high","high",1.45205409647543,6
"183","Halb0001subm","Halb0001subm.3","reciprocal.transplant","Plantago_major","Aboveground_biomass",2012,"Halb0001subm.PO33",2049.9,0.019,"0.004032566",46.65888,8.67091,1818,195,121,15,561,385,561,396,"Halb0001subm.3_Plantago_major_Aboveground_biomass","Halb0001subm.3_Plantago_major","Plantaginaceae","F2",2,"perennial","forb","native","Switzerland","Switzerland","Europe",47.43333333,9.24,2168,"inbreeding",9.4,"biomass",118.1,"home site",NA,"high","high","high",1.03736101829552,6
"184","Halb0001subm","Halb0001subm.3","reciprocal.transplant","Plantago_major","Aboveground_biomass",2012,"Halb0001subm.PO11",361.3,0.00912,"0.002059986",47.63329,7.90548,918,111,56,25,314,176,314,177,"Halb0001subm.3_Plantago_major_Aboveground_biomass","Halb0001subm.3_Plantago_major","Plantaginaceae","F2",2,"perennial","forb","native","Switzerland","Switzerland","Europe",47.43333333,9.24,2168,"inbreeding",9.4,"biomass",1806.7,"foreign site","up","high","high","low",-0.824987896439742,6
"185","Halb0001subm","Halb0001subm.3","reciprocal.transplant","Plantago_major","Aboveground_biomass",2012,"Halb0001subm.PO21",599,0.0107,"0.00141319",46.72715,8.18578,1120,138,68,27,390,205,390,205,"Halb0001subm.3_Plantago_major_Aboveground_biomass","Halb0001subm.3_Plantago_major","Plantaginaceae","F2",2,"perennial","forb","native","Switzerland","Switzerland","Europe",47.43333333,9.24,2168,"inbreeding",9.4,"biomass",1569,"foreign site","up","high","high","low",-0.527162867565075,6
"186","Halb0001subm","Halb0001subm.3","reciprocal.transplant","Plantago_major","Aboveground_biomass",2012,"Halb0001subm.PO31",354.8,0.0122,"0.001648023",47.58757,8.606,995,116,60,24,340,187,340,194,"Halb0001subm.3_Plantago_major_Aboveground_biomass","Halb0001subm.3_Plantago_major","Plantaginaceae","F2",2,"perennial","forb","native","Switzerland","Switzerland","Europe",47.43333333,9.24,2168,"inbreeding",9.4,"biomass",1813.2,"foreign site","up","high","high","low",-0.244417586987859,6
"187","Halb0001subm","Halb0001subm.4","reciprocal.transplant","Plantago_lanceolata","Aboveground_biomass",2012,"Halb0001subm.PO15",1447.9,6.07,"1.459947478",46.637,8.59414,1485,170,88,22,488,279,488,280,"Halb0001subm.4_Plantago_lanceolata_Aboveground_biomass","Halb0001subm.4_Plantago_lanceolata","Plantaginaceae","F2",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"outcrossing",7.2,"biomass",-924.9,"foreign site","down","low","low","high",-0.73042720526769,6
"188","Halb0001subm","Halb0001subm.4","reciprocal.transplant","Plantago_lanceolata","Aboveground_biomass",2012,"Halb0001subm.PO25",1835.5,5.5,"1.069685991",46.64981,8.68379,1623,182,101,19,520,321,520,326,"Halb0001subm.4_Plantago_lanceolata_Aboveground_biomass","Halb0001subm.4_Plantago_lanceolata","Plantaginaceae","F2",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"outcrossing",7.2,"biomass",-1312.5,"foreign site","down","low","low","high",-0.870296244574269,6
"189","Halb0001subm","Halb0001subm.4","reciprocal.transplant","Plantago_lanceolata","Aboveground_biomass",2012,"Halb0001subm.PO35",1550.5,8.1,"1.571559305",46.59907,8.50361,1541,172,95,19,493,302,493,305,"Halb0001subm.4_Plantago_lanceolata_Aboveground_biomass","Halb0001subm.4_Plantago_lanceolata","Plantaginaceae","F2",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"outcrossing",7.2,"biomass",-1027.5,"foreign site","down","low","low","high",-0.232297117912681,6
"190","Halb0001subm","Halb0001subm.4","reciprocal.transplant","Plantago_lanceolata","Aboveground_biomass",2012,"Halb0001subm.PO14",694.4,14.9,"3.152200149",47.94791,8.50003,1010,106,66,16,309,216,309,235,"Halb0001subm.4_Plantago_lanceolata_Aboveground_biomass","Halb0001subm.4_Plantago_lanceolata","Plantaginaceae","F2",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"outcrossing",7.2,"biomass",-171.4,"home site",NA,"low","low","low",1.43631598258686,6
"191","Halb0001subm","Halb0001subm.4","reciprocal.transplant","Plantago_lanceolata","Aboveground_biomass",2012,"Halb0001subm.PO24",599,6.31,"1.085036014",46.72715,8.18578,1120,138,68,27,390,205,390,205,"Halb0001subm.4_Plantago_lanceolata_Aboveground_biomass","Halb0001subm.4_Plantago_lanceolata","Plantaginaceae","F2",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"outcrossing",7.2,"biomass",-76,"home site",NA,"low","low","low",-0.671534978191236,6
"192","Halb0001subm","Halb0001subm.4","reciprocal.transplant","Plantago_lanceolata","Aboveground_biomass",2012,"Halb0001subm.PO34",354.8,13.4,"3.028551087",47.58757,8.606,995,116,60,24,340,187,340,194,"Halb0001subm.4_Plantago_lanceolata_Aboveground_biomass","Halb0001subm.4_Plantago_lanceolata","Plantaginaceae","F2",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"outcrossing",7.2,"biomass",168.2,"home site",NA,"low","low","low",1.06823956335902,6
"193","Halb0001subm","Halb0001subm.4","reciprocal.transplant","Plantago_lanceolata","Fitness",2012,"Halb0001subm.PO15",1447.9,0.790915972,"6.58E-01",46.637,8.59414,1485,170,88,22,488,279,488,280,"Halb0001subm.4_Plantago_lanceolata_Fitness","Halb0001subm.4_Plantago_lanceolata","Plantaginaceae","F2",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"outcrossing",7.2,"fitness",-924.9,"foreign site","down","low","low","high",-0.775425250284132,6
"194","Halb0001subm","Halb0001subm.4","reciprocal.transplant","Plantago_lanceolata","Fitness",2012,"Halb0001subm.PO25",1835.5,0.57350402,NA,46.64981,8.68379,1623,182,101,19,520,321,520,326,"Halb0001subm.4_Plantago_lanceolata_Fitness","Halb0001subm.4_Plantago_lanceolata","Plantaginaceae","F2",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"outcrossing",7.2,"fitness",-1312.5,"foreign site","down","low","low","high",-0.931049299131122,6
"195","Halb0001subm","Halb0001subm.4","reciprocal.transplant","Plantago_lanceolata","Fitness",2012,"Halb0001subm.PO35",1550.5,0.747927,"9.24E-02",46.59907,8.50361,1541,172,95,19,493,302,493,305,"Halb0001subm.4_Plantago_lanceolata_Fitness","Halb0001subm.4_Plantago_lanceolata","Plantaginaceae","F2",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"outcrossing",7.2,"fitness",-1027.5,"foreign site","down","low","low","high",-0.806196869861007,6
"196","Halb0001subm","Halb0001subm.4","reciprocal.transplant","Plantago_lanceolata","Fitness",2012,"Halb0001subm.PO14",694.4,3.449813022,"1.93E+00",47.94791,8.50003,1010,106,66,16,309,216,309,235,"Halb0001subm.4_Plantago_lanceolata_Fitness","Halb0001subm.4_Plantago_lanceolata","Plantaginaceae","F2",1,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"outcrossing",7.2,"fitness",-171.4,"home site",NA,"low","low","low",1.12782027316491,6
