"","StudyID","SiteID","study_type","species","Trait","Year","PopID","elev","traitmean","traitvar","lat.pop","long.pop","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19","studyunit","ID","family","generation","duration_exp","longevity","growthform","intro","country_of_origin","country_of_exp","region","latitude_site","longitude_site","elevation_site","breed","r.temp","var","elev.diff","symp","direction","factor.site","factor.site2","factor.pop","st.traitmean","sample.size"
"1","Bast2015JPlE","Bast2015JPlE.1","reciprocal.transplant","Aquilegia_vulgaris_vulgaris","Survival_after_1_growingseason",2007,"Bast2015JPlE.PO1",1268.333,0.555130927,"0.09596603",38.106,-2.679,619,78,17,36,214,74,74,175,"Bast2015JPlE.1_Aquilegia_vulgaris_vulgaris_Survival_after_1_growingseason","Bast2015JPlE.1_Aquilegia_vulgaris_vulgaris","Ranunculaceae","F0",1,"perennial","forb","native","Spain","Spain","Europe",37.895475,-2.886752,1250,"mixed_mating",1,"survival",-18.3330000000001,"home site",NA,"low","low","low",0.707106781186548,2
"2","Bast2015JPlE","Bast2015JPlE.1","reciprocal.transplant","Aquilegia_vulgaris_vulgaris","Survival_after_1_growingseason",2007,"Bast2015JPlE.PO2",1690,0.204670913,"0.07133758",37.925854,-2.786428,688,86,20,36,236,82,83,199,"Bast2015JPlE.1_Aquilegia_vulgaris_vulgaris_Survival_after_1_growingseason","Bast2015JPlE.1_Aquilegia_vulgaris_vulgaris","Ranunculaceae","F0",1,"perennial","forb","native","Spain","Spain","Europe",37.895475,-2.886752,1250,"mixed_mating",1,"survival",-440,"foreign site","down","low","low","high",-0.707106781186547,2
"3","Bast2015JPlE","Bast2015JPlE.1","reciprocal.transplant","Aquilegia_vulgaris_vulgaris","Total_plant_dry_weight",2007,"Bast2015JPlE.PO1",1268.333,0.430428769,"0.187551867",38.106,-2.679,619,78,17,36,214,74,74,175,"Bast2015JPlE.1_Aquilegia_vulgaris_vulgaris_Total_plant_dry_weight","Bast2015JPlE.1_Aquilegia_vulgaris_vulgaris","Ranunculaceae","F0",1,"perennial","forb","native","Spain","Spain","Europe",37.895475,-2.886752,1250,"mixed_mating",1,"biomass",-18.3330000000001,"home site",NA,"low","low","low",0.707106781186548,2
"4","Bast2015JPlE","Bast2015JPlE.1","reciprocal.transplant","Aquilegia_vulgaris_vulgaris","Total_plant_dry_weight",2007,"Bast2015JPlE.PO2",1690,0.297095436,"0.157676349",37.925854,-2.786428,688,86,20,36,236,82,83,199,"Bast2015JPlE.1_Aquilegia_vulgaris_vulgaris_Total_plant_dry_weight","Bast2015JPlE.1_Aquilegia_vulgaris_vulgaris","Ranunculaceae","F0",1,"perennial","forb","native","Spain","Spain","Europe",37.895475,-2.886752,1250,"mixed_mating",1,"biomass",-440,"foreign site","down","low","low","high",-0.707106781186547,2
"5","Bast2015JPlE","Bast2015JPlE.2","reciprocal.transplant","Aquilegia_vulgaris_vulgaris","Survival_after_1_growingseason",2007,"Bast2015JPlE.PO1",1268.333,0.731776362,"0.061995754",38.106,-2.679,619,78,17,36,214,74,74,175,"Bast2015JPlE.2_Aquilegia_vulgaris_vulgaris_Survival_after_1_growingseason","Bast2015JPlE.2_Aquilegia_vulgaris_vulgaris","Ranunculaceae","F0",1,"perennial","forb","native","Spain","Spain","Europe",37.074232,-3.473272,2000,"mixed_mating",1,"survival",731.667,"foreign site","up","high","high","low",0.707106781186547,2
"6","Bast2015JPlE","Bast2015JPlE.2","reciprocal.transplant","Aquilegia_vulgaris_vulgaris","Survival_after_1_growingseason",2007,"Bast2015JPlE.PO2",1690,0.505307856,"0.118046709",37.925854,-2.786428,688,86,20,36,236,82,83,199,"Bast2015JPlE.2_Aquilegia_vulgaris_vulgaris_Survival_after_1_growingseason","Bast2015JPlE.2_Aquilegia_vulgaris_vulgaris","Ranunculaceae","F0",1,"perennial","forb","native","Spain","Spain","Europe",37.074232,-3.473272,2000,"mixed_mating",1,"survival",310,"home site",NA,"high","high","high",-0.707106781186548,2
"7","Bast2015JPlE","Bast2015JPlE.2","reciprocal.transplant","Aquilegia_vulgaris_vulgaris","Total_plant_dry_weight",2007,"Bast2015JPlE.PO1",1268.333,1.2,"0.393914246",38.106,-2.679,619,78,17,36,214,74,74,175,"Bast2015JPlE.2_Aquilegia_vulgaris_vulgaris_Total_plant_dry_weight","Bast2015JPlE.2_Aquilegia_vulgaris_vulgaris","Ranunculaceae","F0",1,"perennial","forb","native","Spain","Spain","Europe",37.074232,-3.473272,2000,"mixed_mating",1,"biomass",731.667,"foreign site","up","high","high","low",0.707106781186551,2
"8","Bast2015JPlE","Bast2015JPlE.2","reciprocal.transplant","Aquilegia_vulgaris_vulgaris","Total_plant_dry_weight",2007,"Bast2015JPlE.PO2",1690,1.15131397,"0.508990318",37.925854,-2.786428,688,86,20,36,236,82,83,199,"Bast2015JPlE.2_Aquilegia_vulgaris_vulgaris_Total_plant_dry_weight","Bast2015JPlE.2_Aquilegia_vulgaris_vulgaris","Ranunculaceae","F0",1,"perennial","forb","native","Spain","Spain","Europe",37.074232,-3.473272,2000,"mixed_mating",1,"biomass",310,"home site",NA,"high","high","high",-0.707106781186544,2
"9","Bast2015JPlE","Bast2015JPlE.3","reciprocal.transplant","Aquilegia_vulgaris_nevadensis","Survival_after_1_growingseason",2007,"Bast2015JplE.PO3",1575,0.682236377,"0.07133758",36.910007,-4.024145,742,96,10,53,280,45,45,277,"Bast2015JPlE.3_Aquilegia_vulgaris_nevadensis_Survival_after_1_growingseason","Bast2015JPlE.3_Aquilegia_vulgaris_nevadensis","Ranunculaceae","F0",1,"perennial","forb","native","Spain","Spain","Europe",37.895475,-2.886752,1250,"mixed_mating",3.3,"survival",-325,"home site",NA,"low","low","low",0.707106781186547,2
"10","Bast2015JPlE","Bast2015JPlE.3","reciprocal.transplant","Aquilegia_vulgaris_nevadensis","Survival_after_1_growingseason",2007,"Bast2015JplE.PO4",1934,0.465109696,"0.11153574",37.036,-3.455,877,108,22,42,308,86,90,290,"Bast2015JPlE.3_Aquilegia_vulgaris_nevadensis_Survival_after_1_growingseason","Bast2015JPlE.3_Aquilegia_vulgaris_nevadensis","Ranunculaceae","F0",1,"perennial","forb","native","Spain","Spain","Europe",37.895475,-2.886752,1250,"mixed_mating",3.3,"survival",-684,"foreign site","down","low","low","high",-0.707106781186548,2
"11","Bast2015JPlE","Bast2015JPlE.3","reciprocal.transplant","Aquilegia_vulgaris_nevadensis","Total_plant_dry_weight",2007,"Bast2015JplE.PO3",1575,0.884647303,"0.284923928",36.910007,-4.024145,742,96,10,53,280,45,45,277,"Bast2015JPlE.3_Aquilegia_vulgaris_nevadensis_Total_plant_dry_weight","Bast2015JPlE.3_Aquilegia_vulgaris_nevadensis","Ranunculaceae","F0",1,"perennial","forb","native","Spain","Spain","Europe",37.895475,-2.886752,1250,"mixed_mating",3.3,"biomass",-325,"home site",NA,"low","low","low",-0.707106781186547,2
"12","Bast2015JPlE","Bast2015JPlE.3","reciprocal.transplant","Aquilegia_vulgaris_nevadensis","Total_plant_dry_weight",2007,"Bast2015JplE.PO4",1934,0.97538036,"0.460857538",37.036,-3.455,877,108,22,42,308,86,90,290,"Bast2015JPlE.3_Aquilegia_vulgaris_nevadensis_Total_plant_dry_weight","Bast2015JPlE.3_Aquilegia_vulgaris_nevadensis","Ranunculaceae","F0",1,"perennial","forb","native","Spain","Spain","Europe",37.895475,-2.886752,1250,"mixed_mating",3.3,"biomass",-684,"foreign site","down","low","low","high",0.707106781186548,2
"13","Bast2015JPlE","Bast2015JPlE.4","reciprocal.transplant","Aquilegia_vulgaris_nevadensis","Survival_after_1_growingseason",2007,"Bast2015JplE.PO3",1575,0.412455768,"0.074451522",36.910007,-4.024145,742,96,10,53,280,45,45,277,"Bast2015JPlE.4_Aquilegia_vulgaris_nevadensis_Survival_after_1_growingseason","Bast2015JPlE.4_Aquilegia_vulgaris_nevadensis","Ranunculaceae","F0",1,"perennial","forb","native","Spain","Spain","Europe",37.074232,-3.473272,2000,"mixed_mating",3.3,"survival",425,"foreign site","up","high","high","low",-0.707106781186547,2
"14","Bast2015JPlE","Bast2015JPlE.4","reciprocal.transplant","Aquilegia_vulgaris_nevadensis","Survival_after_1_growingseason",2007,"Bast2015JplE.PO4",1934,0.443312102,"0.127105449",37.036,-3.455,877,108,22,42,308,86,90,290,"Bast2015JPlE.4_Aquilegia_vulgaris_nevadensis_Survival_after_1_growingseason","Bast2015JPlE.4_Aquilegia_vulgaris_nevadensis","Ranunculaceae","F0",1,"perennial","forb","native","Spain","Spain","Europe",37.074232,-3.473272,2000,"mixed_mating",3.3,"survival",66,"home site",NA,"high","high","high",0.707106781186547,2
"15","Bast2015JPlE","Bast2015JPlE.4","reciprocal.transplant","Aquilegia_vulgaris_nevadensis","Total_plant_dry_weight",2007,"Bast2015JplE.PO3",1575,0.490733057,"0.217980636",36.910007,-4.024145,742,96,10,53,280,45,45,277,"Bast2015JPlE.4_Aquilegia_vulgaris_nevadensis_Total_plant_dry_weight","Bast2015JPlE.4_Aquilegia_vulgaris_nevadensis","Ranunculaceae","F0",1,"perennial","forb","native","Spain","Spain","Europe",37.074232,-3.473272,2000,"mixed_mating",3.3,"biomass",425,"foreign site","up","high","high","low",0.707106781186547,2
"16","Bast2015JPlE","Bast2015JPlE.4","reciprocal.transplant","Aquilegia_vulgaris_nevadensis","Total_plant_dry_weight",2007,"Bast2015JplE.PO4",1934,0.357399723,"0.248409405",37.036,-3.455,877,108,22,42,308,86,90,290,"Bast2015JPlE.4_Aquilegia_vulgaris_nevadensis_Total_plant_dry_weight","Bast2015JPlE.4_Aquilegia_vulgaris_nevadensis","Ranunculaceae","F0",1,"perennial","forb","native","Spain","Spain","Europe",37.074232,-3.473272,2000,"mixed_mating",3.3,"biomass",66,"home site",NA,"high","high","high",-0.707106781186548,2
"17","Fetc2000Biot","Fetc2000Biot.1","reciprocal.transplant","Clibadium_erosum","Aboveground_mass",1991,"Fetc2000Biot.PO1",350,3.072,NA,18.38028,-65.83139,1888,206,81,28,586,278,565,278,"Fetc2000Biot.1_Clibadium_erosum_Aboveground_mass","Fetc2000Biot.1_Clibadium_erosum","Asteraceae","F0",2,"perennial","tree","native","Puerto_Rico","Puerto_Rico","MAmerica",18.33884,-65.825719,350,NA,6.5,"biomass",0,"home site",NA,"low","low","low",0.707106781186548,2
"18","Fetc2000Biot","Fetc2000Biot.1","reciprocal.transplant","Clibadium_erosum","Aboveground_mass",1991,"Fetc2000Biot.PO2",1000,2.759,NA,18.26857,-65.75905,2866,330,129,26,930,453,836,453,"Fetc2000Biot.1_Clibadium_erosum_Aboveground_mass","Fetc2000Biot.1_Clibadium_erosum","Asteraceae","F0",2,"perennial","tree","native","Puerto_Rico","Puerto_Rico","MAmerica",18.33884,-65.825719,350,NA,6.5,"biomass",-650,"foreign site","down","low","low","high",-0.707106781186546,2
"19","Fetc2000Biot","Fetc2000Biot.1","reciprocal.transplant","Prestoea_acuminata_var._montana","Aboveground_mass",1992,"Fetc2000Biot.PO1",350,0.892,NA,18.38028,-65.83139,1888,206,81,28,586,278,565,278,"Fetc2000Biot.1_Prestoea_acuminata_var._montana_Aboveground_mass","Fetc2000Biot.1_Prestoea_acuminata_var._montana","Palmaceae","F0",3,"perennial","tree","native","Puerto_Rico","Puerto_Rico","MAmerica",18.33884,-65.825719,350,NA,6.5,"biomass",0,"home site",NA,"low","low","low",0.707106781186548,2
"20","Fetc2000Biot","Fetc2000Biot.1","reciprocal.transplant","Prestoea_acuminata_var._montana","Aboveground_mass",1992,"Fetc2000Biot.PO2",1000,0.83,NA,18.26857,-65.75905,2866,330,129,26,930,453,836,453,"Fetc2000Biot.1_Prestoea_acuminata_var._montana_Aboveground_mass","Fetc2000Biot.1_Prestoea_acuminata_var._montana","Palmaceae","F0",3,"perennial","tree","native","Puerto_Rico","Puerto_Rico","MAmerica",18.33884,-65.825719,350,NA,6.5,"biomass",-650,"foreign site","down","low","low","high",-0.707106781186548,2
"21","Fetc2000Biot","Fetc2000Biot.1","reciprocal.transplant","Psychotria_berteriana","Aboveground_mass",1992,"Fetc2000Biot.PO1",350,2.427,NA,18.38028,-65.83139,1888,206,81,28,586,278,565,278,"Fetc2000Biot.1_Psychotria_berteriana_Aboveground_mass","Fetc2000Biot.1_Psychotria_berteriana","Rubiaceae","F0",2,"perennial","tree","native","Puerto_Rico","Puerto_Rico","MAmerica",18.33884,-65.825719,350,NA,6.5,"biomass",0,"home site",NA,"low","low","low",0.707106781186548,2
"22","Fetc2000Biot","Fetc2000Biot.1","reciprocal.transplant","Psychotria_berteriana","Aboveground_mass",1992,"Fetc2000Biot.PO2",1000,2.307,NA,18.26857,-65.75905,2866,330,129,26,930,453,836,453,"Fetc2000Biot.1_Psychotria_berteriana_Aboveground_mass","Fetc2000Biot.1_Psychotria_berteriana","Rubiaceae","F0",2,"perennial","tree","native","Puerto_Rico","Puerto_Rico","MAmerica",18.33884,-65.825719,350,NA,6.5,"biomass",-650,"foreign site","down","low","low","high",-0.707106781186548,2
"23","Fetc2000Biot","Fetc2000Biot.2","reciprocal.transplant","Clibadium_erosum","Aboveground_mass",1991,"Fetc2000Biot.PO1",350,1.525,NA,18.38028,-65.83139,1888,206,81,28,586,278,565,278,"Fetc2000Biot.2_Clibadium_erosum_Aboveground_mass","Fetc2000Biot.2_Clibadium_erosum","Asteraceae","F0",2,"perennial","tree","native","Puerto_Rico","Puerto_Rico","MAmerica",18.268566,-65.759051,1000,NA,6.5,"biomass",650,"foreign site","up","high","high","low",-0.707106781186548,2
"24","Fetc2000Biot","Fetc2000Biot.2","reciprocal.transplant","Clibadium_erosum","Aboveground_mass",1991,"Fetc2000Biot.PO2",1000,1.6,NA,18.26857,-65.75905,2866,330,129,26,930,453,836,453,"Fetc2000Biot.2_Clibadium_erosum_Aboveground_mass","Fetc2000Biot.2_Clibadium_erosum","Asteraceae","F0",2,"perennial","tree","native","Puerto_Rico","Puerto_Rico","MAmerica",18.268566,-65.759051,1000,NA,6.5,"biomass",0,"home site",NA,"high","high","high",0.707106781186548,2
"25","Fetc2000Biot","Fetc2000Biot.2","reciprocal.transplant","Prestoea_acuminata_var._montana","Aboveground_mass",1992,"Fetc2000Biot.PO1",350,1.044,NA,18.38028,-65.83139,1888,206,81,28,586,278,565,278,"Fetc2000Biot.2_Prestoea_acuminata_var._montana_Aboveground_mass","Fetc2000Biot.2_Prestoea_acuminata_var._montana","Palmaceae","F0",3,"perennial","tree","native","Puerto_Rico","Puerto_Rico","MAmerica",18.268566,-65.759051,1000,NA,6.5,"biomass",650,"foreign site","up","high","high","low",0.707106781186547,2
"26","Fetc2000Biot","Fetc2000Biot.2","reciprocal.transplant","Prestoea_acuminata_var._montana","Aboveground_mass",1992,"Fetc2000Biot.PO2",1000,0.558,NA,18.26857,-65.75905,2866,330,129,26,930,453,836,453,"Fetc2000Biot.2_Prestoea_acuminata_var._montana_Aboveground_mass","Fetc2000Biot.2_Prestoea_acuminata_var._montana","Palmaceae","F0",3,"perennial","tree","native","Puerto_Rico","Puerto_Rico","MAmerica",18.268566,-65.759051,1000,NA,6.5,"biomass",0,"home site",NA,"high","high","high",-0.707106781186547,2
"27","Fetc2000Biot","Fetc2000Biot.2","reciprocal.transplant","Psychotria_berteriana","Aboveground_mass",1992,"Fetc2000Biot.PO1",350,0.735,NA,18.38028,-65.83139,1888,206,81,28,586,278,565,278,"Fetc2000Biot.2_Psychotria_berteriana_Aboveground_mass","Fetc2000Biot.2_Psychotria_berteriana","Rubiaceae","F0",2,"perennial","tree","native","Puerto_Rico","Puerto_Rico","MAmerica",18.268566,-65.759051,1000,NA,6.5,"biomass",650,"foreign site","up","high","high","low",-0.707106781186547,2
"28","Fetc2000Biot","Fetc2000Biot.2","reciprocal.transplant","Psychotria_berteriana","Aboveground_mass",1992,"Fetc2000Biot.PO2",1000,1.158,NA,18.26857,-65.75905,2866,330,129,26,930,453,836,453,"Fetc2000Biot.2_Psychotria_berteriana_Aboveground_mass","Fetc2000Biot.2_Psychotria_berteriana","Rubiaceae","F0",2,"perennial","tree","native","Puerto_Rico","Puerto_Rico","MAmerica",18.268566,-65.759051,1000,NA,6.5,"biomass",0,"home site",NA,"high","high","high",0.707106781186548,2
"29","Hagg2011JEco","Hagg2011JEco.1","reciprocal.transplant","Campanulastrum_americanum","Fruit_production",2005,"Hagg2011JEco.PO12",1178,4.584,NA,37.35387,-80.55233,1114,111,77,11,316,235,302,235,"Hagg2011JEco.1_Campanulastrum_americanum_Fruit_production","Hagg2011JEco.1_Campanulastrum_americanum","Campanulaceae","F1",1,"annual","forb","native","USA","USA","NAmerica",37.19951667,-80.56505,514,"mixed_mating",2.9,"fitness",-664,"foreign site","down","low","low","high",-0.847706345040478,4
"30","Hagg2011JEco","Hagg2011JEco.1","reciprocal.transplant","Campanulastrum_americanum","Fruit_production",2005,"Hagg2011JEco.PO22",1194,4.585,NA,37.34832,-80.5445,1141,113,79,11,323,241,309,241,"Hagg2011JEco.1_Campanulastrum_americanum_Fruit_production","Hagg2011JEco.1_Campanulastrum_americanum","Campanulaceae","F1",1,"annual","forb","native","USA","USA","NAmerica",37.19951667,-80.56505,514,"mixed_mating",2.9,"fitness",-680,"foreign site","down","low","low","high",-0.846677887236365,4
"31","Hagg2011JEco","Hagg2011JEco.1","reciprocal.transplant","Campanulastrum_americanum","Fruit_production",2005,"Hagg2011JEco.PO11",500,6.479,NA,37.27743,-80.61263,933,98,63,13,271,195,263,195,"Hagg2011JEco.1_Campanulastrum_americanum_Fruit_production","Hagg2011JEco.1_Campanulastrum_americanum","Campanulaceae","F1",1,"annual","forb","native","USA","USA","NAmerica",37.19951667,-80.56505,514,"mixed_mating",2.9,"fitness",14,"home site",NA,"low","low","low",1.10122119375443,4
"32","Hagg2011JEco","Hagg2011JEco.1","reciprocal.transplant","Campanulastrum_americanum","Fruit_production",2005,"Hagg2011JEco.PO21",502,5.985,NA,37.26617,-80.60083,933,98,63,13,271,195,264,195,"Hagg2011JEco.1_Campanulastrum_americanum_Fruit_production","Hagg2011JEco.1_Campanulastrum_americanum","Campanulaceae","F1",1,"annual","forb","native","USA","USA","NAmerica",37.19951667,-80.56505,514,"mixed_mating",2.9,"fitness",12,"home site",NA,"low","low","low",0.59316303852241,4
"33","Hagg2011JEco","Hagg2011JEco.1","reciprocal.transplant","Campanulastrum_americanum","Survival_to_flowering",2005,"Hagg2011JEco.PO12",1178,0.592,NA,37.35387,-80.55233,1114,111,77,11,316,235,302,235,"Hagg2011JEco.1_Campanulastrum_americanum_Survival_to_flowering","Hagg2011JEco.1_Campanulastrum_americanum","Campanulaceae","F1",1,"annual","forb","native","USA","USA","NAmerica",37.19951667,-80.56505,514,"mixed_mating",2.9,"survival",-664,"foreign site","down","low","low","high",-1.28301913175593,4
"34","Hagg2011JEco","Hagg2011JEco.1","reciprocal.transplant","Campanulastrum_americanum","Survival_to_flowering",2005,"Hagg2011JEco.PO22",1194,0.657,NA,37.34832,-80.5445,1141,113,79,11,323,241,309,241,"Hagg2011JEco.1_Campanulastrum_americanum_Survival_to_flowering","Hagg2011JEco.1_Campanulastrum_americanum","Campanulaceae","F1",1,"annual","forb","native","USA","USA","NAmerica",37.19951667,-80.56505,514,"mixed_mating",2.9,"survival",-680,"foreign site","down","low","low","high",-0.304764075285131,4
"35","Hagg2011JEco","Hagg2011JEco.1","reciprocal.transplant","Campanulastrum_americanum","Survival_to_flowering",2005,"Hagg2011JEco.PO11",500,0.731,NA,37.27743,-80.61263,933,98,63,13,271,195,263,195,"Hagg2011JEco.1_Campanulastrum_americanum_Survival_to_flowering","Hagg2011JEco.1_Campanulastrum_americanum","Campanulaceae","F1",1,"annual","forb","native","USA","USA","NAmerica",37.19951667,-80.56505,514,"mixed_mating",2.9,"survival",14,"home site",NA,"low","low","low",0.808941681312386,4
"36","Hagg2011JEco","Hagg2011JEco.1","reciprocal.transplant","Campanulastrum_americanum","Survival_to_flowering",2005,"Hagg2011JEco.PO21",502,0.729,NA,37.26617,-80.60083,933,98,63,13,271,195,264,195,"Hagg2011JEco.1_Campanulastrum_americanum_Survival_to_flowering","Hagg2011JEco.1_Campanulastrum_americanum","Campanulaceae","F1",1,"annual","forb","native","USA","USA","NAmerica",37.19951667,-80.56505,514,"mixed_mating",2.9,"survival",12,"home site",NA,"low","low","low",0.778841525728669,4
"37","Hagg2011JEco","Hagg2011JEco.2","reciprocal.transplant","Campanulastrum_americanum","Fruit_production",2005,"Hagg2011JEco.PO12",1178,11.297,NA,37.35387,-80.55233,1114,111,77,11,316,235,302,235,"Hagg2011JEco.2_Campanulastrum_americanum_Fruit_production","Hagg2011JEco.2_Campanulastrum_americanum","Campanulaceae","F1",1,"annual","forb","native","USA","USA","NAmerica",37.34831667,-80.5445,1194,"mixed_mating",2.9,"fitness",16,"home site",NA,"high","high","high",1.30875988637637,4
"38","Hagg2011JEco","Hagg2011JEco.2","reciprocal.transplant","Campanulastrum_americanum","Fruit_production",2005,"Hagg2011JEco.PO22",1194,10.391,NA,37.34832,-80.5445,1141,113,79,11,323,241,309,241,"Hagg2011JEco.2_Campanulastrum_americanum_Fruit_production","Hagg2011JEco.2_Campanulastrum_americanum","Campanulaceae","F1",1,"annual","forb","native","USA","USA","NAmerica",37.34831667,-80.5445,1194,"mixed_mating",2.9,"fitness",0,"home site",NA,"high","high","high",0.18908428953313,4
"39","Hagg2011JEco","Hagg2011JEco.2","reciprocal.transplant","Campanulastrum_americanum","Fruit_production",2005,"Hagg2011JEco.PO11",500,9.838,NA,37.27743,-80.61263,933,98,63,13,271,195,263,195,"Hagg2011JEco.2_Campanulastrum_americanum_Fruit_production","Hagg2011JEco.2_Campanulastrum_americanum","Campanulaceae","F1",1,"annual","forb","native","USA","USA","NAmerica",37.34831667,-80.5445,1194,"mixed_mating",2.9,"fitness",694,"foreign site","up","high","high","low",-0.494338011851319,4
"40","Hagg2011JEco","Hagg2011JEco.2","reciprocal.transplant","Campanulastrum_americanum","Fruit_production",2005,"Hagg2011JEco.PO21",502,9.426,NA,37.26617,-80.60083,933,98,63,13,271,195,264,195,"Hagg2011JEco.2_Campanulastrum_americanum_Fruit_production","Hagg2011JEco.2_Campanulastrum_americanum","Campanulaceae","F1",1,"annual","forb","native","USA","USA","NAmerica",37.34831667,-80.5445,1194,"mixed_mating",2.9,"fitness",692,"foreign site","up","high","high","low",-1.00350616405818,4
"41","Hagg2011JEco","Hagg2011JEco.2","reciprocal.transplant","Campanulastrum_americanum","Survival_to_flowering",2005,"Hagg2011JEco.PO12",1178,0.451,NA,37.35387,-80.55233,1114,111,77,11,316,235,302,235,"Hagg2011JEco.2_Campanulastrum_americanum_Survival_to_flowering","Hagg2011JEco.2_Campanulastrum_americanum","Campanulaceae","F1",1,"annual","forb","native","USA","USA","NAmerica",37.34831667,-80.5445,1194,"mixed_mating",2.9,"survival",16,"home site",NA,"high","high","high",-0.395289161408152,4
"42","Hagg2011JEco","Hagg2011JEco.2","reciprocal.transplant","Campanulastrum_americanum","Survival_to_flowering",2005,"Hagg2011JEco.PO22",1194,0.435,NA,37.34832,-80.5445,1141,113,79,11,323,241,309,241,"Hagg2011JEco.2_Campanulastrum_americanum_Survival_to_flowering","Hagg2011JEco.2_Campanulastrum_americanum","Campanulaceae","F1",1,"annual","forb","native","USA","USA","NAmerica",37.34831667,-80.5445,1194,"mixed_mating",2.9,"survival",0,"home site",NA,"high","high","high",-0.983626517922612,4
"43","Hagg2011JEco","Hagg2011JEco.2","reciprocal.transplant","Campanulastrum_americanum","Survival_to_flowering",2005,"Hagg2011JEco.PO11",500,0.462,NA,37.27743,-80.61263,933,98,63,13,271,195,263,195,"Hagg2011JEco.2_Campanulastrum_americanum_Survival_to_flowering","Hagg2011JEco.2_Campanulastrum_americanum","Campanulaceae","F1",1,"annual","forb","native","USA","USA","NAmerica",37.34831667,-80.5445,1194,"mixed_mating",2.9,"survival",694,"foreign site","up","high","high","low",0.00919277119553946,4
"44","Hagg2011JEco","Hagg2011JEco.2","reciprocal.transplant","Campanulastrum_americanum","Survival_to_flowering",2005,"Hagg2011JEco.PO21",502,0.499,NA,37.26617,-80.60083,933,98,63,13,271,195,264,195,"Hagg2011JEco.2_Campanulastrum_americanum_Survival_to_flowering","Hagg2011JEco.2_Campanulastrum_americanum","Campanulaceae","F1",1,"annual","forb","native","USA","USA","NAmerica",37.34831667,-80.5445,1194,"mixed_mating",2.9,"survival",692,"foreign site","up","high","high","low",1.36972290813523,4
"45","Halb0000subm","Halb0000subm.1","reciprocal.transplant","Plantago_major","Aboveground_biomass",2012,"Halb0000subm.PO13",1993.4,2.6476,"1.5362941",46.57132,9.11219,1548,181,91,22,512,289,512,294,"Halb0000subm.1_Plantago_major_Aboveground_biomass","Halb0000subm.1_Plantago_major","Plantaginaceae","F2",2,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"inbreeding",9.4,"biomass",-1470.4,"foreign site","down","low","low","high",-0.973076626697698,6
"46","Halb0000subm","Halb0000subm.1","reciprocal.transplant","Plantago_major","Aboveground_biomass",2012,"Halb0000subm.PO23",2011.9,7.692286,"3.3313147",46.5898,8.47941,1707,182,112,15,525,356,525,364,"Halb0000subm.1_Plantago_major_Aboveground_biomass","Halb0000subm.1_Plantago_major","Plantaginaceae","F2",2,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"inbreeding",9.4,"biomass",-1488.9,"foreign site","down","low","low","high",-0.761509807712212,6
"47","Halb0000subm","Halb0000subm.1","reciprocal.transplant","Plantago_major","Aboveground_biomass",2012,"Halb0000subm.PO33",2049.9,2.9365,"1.2727558",46.65888,8.67091,1818,195,121,15,561,385,561,396,"Halb0000subm.1_Plantago_major_Aboveground_biomass","Halb0000subm.1_Plantago_major","Plantaginaceae","F2",2,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"inbreeding",9.4,"biomass",-1526.9,"foreign site","down","low","low","high",-0.960960579434319,6
"48","Halb0000subm","Halb0000subm.1","reciprocal.transplant","Plantago_major","Aboveground_biomass",2012,"Halb0000subm.PO11",361.3,52.8265,"10.0066421",47.63329,7.90548,918,111,56,25,314,176,314,177,"Halb0000subm.1_Plantago_major_Aboveground_biomass","Halb0000subm.1_Plantago_major","Plantaginaceae","F2",2,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"inbreeding",9.4,"biomass",161.7,"home site",NA,"low","low","low",1.13135370914299,6
"49","Halb0000subm","Halb0000subm.1","reciprocal.transplant","Plantago_major","Aboveground_biomass",2012,"Halb0000subm.PO21",599,40.864143,"5.0547587",46.72715,8.18578,1120,138,68,27,390,205,390,205,"Halb0000subm.1_Plantago_major_Aboveground_biomass","Halb0000subm.1_Plantago_major","Plantaginaceae","F2",2,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"inbreeding",9.4,"biomass",-76,"home site",NA,"low","low","low",0.629669795008638,6
"50","Halb0000subm","Halb0000subm.1","reciprocal.transplant","Plantago_major","Aboveground_biomass",2012,"Halb0000subm.PO31",354.8,48.1332,"19.7105721",47.58757,8.606,995,116,60,24,340,187,340,194,"Halb0000subm.1_Plantago_major_Aboveground_biomass","Halb0000subm.1_Plantago_major","Plantaginaceae","F2",2,"perennial","forb","native","Switzerland","Switzerland","Europe",47.68333333,8.51,523,"inbreeding",9.4,"biomass",168.2,"home site",NA,"low","low","low",0.934523509692601,6
